"Step","110-dynamic","110-dynamic - dead-1__MIN","110-dynamic - dead-1__MAX","110-ofb","110-ofbt - dead-1__MIN","110-ofbt - dead-1__MAX","110-static-1","110-static-1 - dead-1__MIN","110-static-1 - dead-1__MAX","110-every-100","110-every-100 - dead-1__MIN","110-every-100 - dead-1__MAX","110-every-10","110-every-10 - dead-1__MIN","110-every-10 - dead-1__MAX"
"176926","0","0","0","","","","","","","","","","","",""
"176928","","","","0","0","0","","","","","","","","",""
"176930","","","","","","","0","0","0","","","","","",""
"176935","","","","","","","","","","0","0","0","","",""
"176938","","","","","","","2","2","2","","","","","",""
"176944","","","","","","","4","4","4","","","","2","2","2"
"176945","0","0","0","","","","","","","","","","","",""
"176946","","","","","","","","","","0","0","0","","",""
"176948","0","0","0","","","","","","","","","","","",""
"176950","0","0","0","","","","","","","","","","","",""
"176955","","","","","","","","","","0","0","0","","",""
"176958","","","","0","0","0","","","","","","","","",""
"176959","","","","","","","0","0","0","0","0","0","","",""
"176961","0","0","0","","","","","","","","","","","",""
"176962","","","","","","","","","","","","","5","5","5"
"176965","","","","0","0","0","","","","","","","2","2","2"
"176966","","","","0","0","0","","","","","","","","",""
"176972","","","","0","0","0","","","","0","0","0","","",""
"176977","","","","0","0","0","","","","","","","","",""
"176982","","","","","","","","","","0","0","0","","",""
"176983","","","","","","","","","","0","0","0","","",""
"176984","0","0","0","","","","","","","","","","","",""
"176987","","","","0","0","0","","","","","","","","",""
"176990","","","","0","0","0","","","","","","","","",""
"176995","","","","","","","","","","0","0","0","","",""
"177009","0","0","0","","","","","","","","","","","",""
"177010","0","0","0","","","","","","","","","","","",""
"177012","","","","","","","","","","0","0","0","","",""
"177013","","","","","","","","","","","","","2","2","2"
"177015","0","0","0","","","","","","","","","","","",""
"177022","","","","0","0","0","","","","","","","","",""
"177023","","","","0","0","0","","","","","","","","",""
"177024","","","","","","","","","","0","0","0","","",""
"177028","","","","","","","4","4","4","","","","6","6","6"
"177030","","","","0","0","0","","","","","","","","",""
"177032","","","","","","","","","","","","","2","2","2"
"177034","","","","","","","","","","","","","7","7","7"
"177037","","","","0","0","0","","","","","","","","",""
"177041","","","","0","0","0","","","","0","0","0","","",""
"177042","","","","","","","7","7","7","","","","","",""
"177048","0","0","0","","","","","","","","","","","",""
"177049","","","","0","0","0","","","","","","","","",""
"177051","","","","0","0","0","","","","","","","","",""
"177057","","","","","","","","","","0","0","0","","",""
"177065","","","","","","","0","0","0","","","","","",""
"177066","","","","0","0","0","1","1","1","","","","","",""
"177067","0","0","0","","","","","","","","","","","",""
"177068","","","","","","","","","","","","","0","0","0"
"177069","","","","0","0","0","","","","","","","","",""
"177072","","","","","","","","","","","","","5","5","5"
"177074","0","0","0","","","","2","2","2","","","","","",""
"177076","","","","0","0","0","","","","","","","","",""
"177079","","","","0","0","0","","","","0","0","0","","",""
"177082","0","0","0","","","","","","","","","","","",""
"177084","","","","","","","4","4","4","","","","2","2","2"
"177085","","","","","","","","","","","","","7","7","7"
"177087","0","0","0","","","","","","","","","","","",""
"177101","","","","0","0","0","","","","0","0","0","","",""
"177110","","","","","","","0","0","0","","","","","",""
"177112","","","","0","0","0","","","","","","","0","0","0"
"177114","","","","","","","","","","","","","0","0","0"
"177122","","","","","","","2","2","2","","","","","",""
"177123","","","","0","0","0","","","","","","","","",""
"177131","","","","","","","0","0","0","","","","","",""
"177132","","","","","","","","","","0","0","0","","",""
"177137","0","0","0","","","","","","","","","","","",""
"177138","","","","0","0","0","","","","","","","","",""
"177141","","","","","","","2","2","2","","","","","",""
"177143","","","","","","","1","1","1","","","","","",""
"177145","","","","","","","","","","0","0","0","","",""
"177147","","","","0","0","0","","","","","","","","",""
"177148","","","","","","","","","","","","","2","2","2"
"177149","","","","0","0","0","","","","","","","","",""
"177154","","","","","","","","","","","","","0","0","0"
"177156","","","","","","","","","","","","","3","3","3"
"177163","","","","","","","","","","0","0","0","","",""
"177164","","","","0","0","0","","","","","","","","",""
"177168","","","","0","0","0","","","","","","","","",""
"177173","","","","","","","","","","","","","6","6","6"
"177174","0","0","0","","","","","","","","","","","",""
"177185","0","0","0","","","","6","6","6","0","0","0","","",""
"177192","0","0","0","","","","","","","","","","","",""
"177193","","","","","","","0","0","0","","","","","",""
"177194","0","0","0","","","","","","","","","","","",""
"177197","0","0","0","","","","","","","","","","","",""
"177201","0","0","0","","","","","","","","","","","",""
"177210","","","","0","0","0","","","","","","","","",""
"177214","0","0","0","","","","","","","","","","","",""
"177216","","","","","","","","","","0","0","0","","",""
"177217","","","","0","0","0","","","","","","","","",""
"177218","","","","0","0","0","","","","","","","","",""
"177220","","","","","","","","","","0","0","0","","",""
"177225","0","0","0","","","","","","","","","","","",""
"177231","0","0","0","","","","","","","","","","","",""
"177232","","","","","","","","","","0","0","0","","",""
"177233","","","","0","0","0","","","","","","","","",""
"177239","0","0","0","","","","","","","","","","","",""
"177241","","","","","","","2","2","2","","","","","",""
"177249","","","","","","","","","","","","","6","6","6"
"177252","","","","","","","","","","","","","3","3","3"
"177265","","","","","","","","","","0","0","0","9","9","9"
"177266","","","","","","","","","","0","0","0","","",""
"177268","","","","","","","","","","","","","3","3","3"
"177269","","","","","","","1","1","1","","","","","",""
"177279","","","","","","","","","","","","","6","6","6"
"177281","0","0","0","","","","","","","","","","","",""
"177283","","","","","","","","","","","","","4","4","4"
"177285","0","0","0","","","","","","","","","","","",""
"177304","","","","0","0","0","","","","","","","","",""
"177313","","","","0","0","0","","","","","","","","",""
"177314","0","0","0","","","","","","","","","","","",""
"177315","","","","0","0","0","","","","","","","","",""
"177316","0","0","0","","","","","","","","","","","",""
"177318","","","","","","","","","","0","0","0","","",""
"177325","","","","0","0","0","","","","","","","","",""
"177327","","","","0","0","0","","","","","","","","",""
"177330","0","0","0","","","","","","","","","","","",""
"177332","0","0","0","","","","","","","","","","","",""
"177334","","","","","","","","","","0","0","0","","",""
"177336","","","","","","","","","","","","","2","2","2"
"177342","0","0","0","","","","","","","","","","","",""
"177343","","","","0","0","0","","","","","","","","",""
"177344","","","","","","","0","0","0","","","","","",""
"177348","","","","","","","3","3","3","","","","","",""
"177353","","","","0","0","0","","","","","","","","",""
"177356","","","","","","","","","","0","0","0","","",""
"177362","0","0","0","0","0","0","","","","0","0","0","","",""
"177367","","","","0","0","0","","","","","","","","",""
"177377","","","","","","","","","","","","","0","0","0"
"177383","","","","0","0","0","","","","","","","","",""
"177385","0","0","0","0","0","0","","","","","","","","",""
"177388","","","","","","","4","4","4","","","","","",""
"177401","","","","","","","","","","","","","0","0","0"
"177409","","","","","","","","","","","","","7","7","7"
"177410","","","","","","","0","0","0","","","","","",""
"177411","","","","","","","0","0","0","","","","","",""
"177416","","","","","","","9","9","9","","","","","",""
"177418","0","0","0","","","","","","","0","0","0","","",""
"177421","0","0","0","","","","5","5","5","","","","","",""
"177423","","","","0","0","0","0","0","0","","","","","",""
"177426","0","0","0","","","","","","","","","","","",""
"177427","","","","0","0","0","","","","","","","","",""
"177429","","","","","","","","","","","","","7","7","7"
"177437","","","","0","0","0","0","0","0","","","","","",""
"177438","","","","","","","","","","","","","0","0","0"
"177439","","","","","","","","","","","","","6","6","6"
"177449","","","","","","","","","","","","","8","8","8"
"177451","","","","0","0","0","","","","","","","","",""
"177452","","","","","","","","","","0","0","0","","",""
"177456","","","","","","","0","0","0","","","","","",""
"177461","","","","","","","","","","","","","0","0","0"
"177462","0","0","0","","","","","","","","","","","",""
"177463","","","","","","","0","0","0","","","","","",""
"177464","","","","0","0","0","","","","","","","","",""
"177473","","","","0","0","0","","","","","","","","",""
"177477","","","","","","","0","0","0","","","","0","0","0"
"177481","","","","0","0","0","4","4","4","","","","","",""
"177482","0","0","0","","","","","","","","","","","",""
"177486","0","0","0","","","","","","","","","","","",""
"177493","","","","0","0","0","","","","","","","","",""
"177495","0","0","0","","","","","","","","","","","",""
"177497","","","","","","","","","","","","","3","3","3"
"177498","0","0","0","","","","6","6","6","","","","","",""
"177501","","","","","","","","","","","","","3","3","3"
"177503","","","","0","0","0","","","","","","","","",""
"177508","","","","","","","3","3","3","","","","","",""
"177511","0","0","0","","","","","","","0","0","0","","",""
"177514","","","","","","","","","","","","","1","1","1"
"177522","","","","","","","","","","","","","0","0","0"
"177531","","","","","","","","","","","","","3","3","3"
"177533","0","0","0","","","","","","","0","0","0","","",""
"177534","0","0","0","","","","","","","","","","","",""
"177537","","","","","","","","","","","","","3","3","3"
"177539","","","","0","0","0","","","","","","","","",""
"177541","","","","","","","0","0","0","","","","","",""
"177542","","","","","","","2","2","2","","","","","",""
"177547","","","","","","","0","0","0","0","0","0","","",""
"177551","","","","","","","","","","0","0","0","","",""
"177554","","","","0","0","0","","","","","","","","",""
"177555","","","","0","0","0","","","","","","","","",""
"177562","","","","","","","","","","","","","0","0","0"
"177569","0","0","0","","","","","","","","","","8","8","8"
"177571","","","","0","0","0","","","","","","","","",""
"177572","","","","","","","","","","0","0","0","","",""
"177573","0","0","0","","","","","","","","","","","",""
"177577","","","","0","0","0","","","","","","","","",""
"177579","","","","0","0","0","","","","","","","","",""
"177580","","","","","","","","","","0","0","0","","",""
"177587","","","","0","0","0","","","","","","","","",""
"177588","","","","","","","","","","","","","1","1","1"
"177593","","","","","","","","","","","","","0","0","0"
"177594","","","","","","","","","","0","0","0","","",""
"177596","","","","0","0","0","","","","0","0","0","4","4","4"
"177603","","","","","","","3","3","3","","","","","",""
"177604","","","","","","","4","4","4","","","","","",""
