"Step","110-dynamic","110-dynamic - latency-1__MIN","110-dynamic - latency-1__MAX","110-ofb","110-ofbt - latency-1__MIN","110-ofbt - latency-1__MAX","110-static-1","110-static-1 - latency-1__MIN","110-static-1 - latency-1__MAX","110-every-100","110-every-100 - latency-1__MIN","110-every-100 - latency-1__MAX","110-every-10","110-every-10 - latency-1__MIN","110-every-10 - latency-1__MAX"
"1601","0","0","0","","","","","","","","","","","",""
"1604","","","","","","","","","","69.66666666666667","69.66666666666667","69.66666666666667","","",""
"1612","","","","21","21","21","","","","","","","","",""
"1617","","","","24","24","24","","","","","","","","",""
"1618","0","0","0","","","","","","","","","","","",""
"1622","","","","","","","","","","","","","13","13","13"
"1623","","","","","","","","","","","","","12.76923076923077","12.76923076923077","12.76923076923077"
"1627","","","","","","","","","","","","","10.857142857142858","10.857142857142858","10.857142857142858"
"1628","","","","0","0","0","","","","","","","","",""
"1640","","","","","","","27","27","27","","","","","",""
"1644","","","","","","","","","","","","","2.7142857142857144","2.7142857142857144","2.7142857142857144"
"1647","","","","0","0","0","","","","","","","","",""
"1650","","","","","","","24.636363636363637","24.636363636363637","24.636363636363637","","","","","",""
"1654","","","","","","","","","","70","70","70","2","2","2"
"1656","","","","55.8","55.8","55.8","","","","","","","","",""
"1657","","","","","","","21.75","21.75","21.75","70","70","70","","",""
"1659","9.2","9.2","9.2","","","","20.53846153846154","20.53846153846154","20.53846153846154","","","","","",""
"1664","12","12","12","","","","","","","","","","","",""
"1679","","","","","","","14.615384615384615","14.615384615384615","14.615384615384615","","","","","",""
"1683","","","","","","","12.642857142857142","12.642857142857142","12.642857142857142","","","","","",""
"1685","16.2","16.2","16.2","","","","","","","","","","","",""
"1688","","","","","","","","","","","","","0","0","0"
"1690","14.222222222222221","14.222222222222221","14.222222222222221","","","","","","","","","","","",""
"1694","","","","","","","11.5","11.5","11.5","","","","","",""
"1699","","","","","","","12.666666666666666","12.666666666666666","12.666666666666666","","","","","",""
"1700","","","","","","","","","","68.1","68.1","68.1","","",""
"1702","","","","","","","","","","67.45454545454545","67.45454545454545","67.45454545454545","","",""
"1703","","","","","","","","","","","","","1.5","1.5","1.5"
"1709","","","","0","0","0","","","","","","","","",""
"1713","26","26","26","","","","","","","","","","","",""
"1720","","","","70","70","70","","","","","","","","",""
"1721","","","","","","","","","","","","","3.7","3.7","3.7"
"1727","","","","70","70","70","","","","","","","","",""
"1730","23.733333333333334","23.733333333333334","23.733333333333334","","","","","","","","","","","",""
"1731","23.266666666666666","23.266666666666666","23.266666666666666","","","","","","","","","","","",""
"1736","","","","70","70","70","","","","57.23076923076923","57.23076923076923","57.23076923076923","","",""
"1740","","","","70","70","70","","","","","","","","",""
"1743","","","","","","","0","0","0","","","","","",""
"1746","","","","","","","0","0","0","","","","","",""
"1754","","","","","","","0","0","0","","","","","",""
"1756","8.733333333333333","8.733333333333333","8.733333333333333","","","","","","","","","","","",""
"1760","6","6","6","","","","","","","","","","","",""
"1763","6","6","6","","","","","","","","","","","",""
"1769","","","","","","","0","0","0","41.23076923076923","41.23076923076923","41.23076923076923","0","0","0"
"1770","","","","0","0","0","","","","","","","","",""
"1771","","","","0","0","0","","","","","","","","",""
"1774","2.2","2.2","2.2","","","","","","","","","","","",""
"1777","","","","","","","0","0","0","","","","","",""
"1779","","","","70","70","70","","","","","","","","",""
"1783","3.4","3.4","3.4","","","","","","","","","","","",""
"1790","","","","70","70","70","","","","","","","","",""
"1792","4.555555555555555","4.555555555555555","4.555555555555555","","","","","","","","","","","",""
"1797","3.888888888888889","3.888888888888889","3.888888888888889","","","","","","","","","","","",""
"1800","","","","70","70","70","","","","","","","","",""
"1801","","","","70","70","70","","","","","","","","",""
"1805","","","","","","","0","0","0","","","","","",""
"1808","","","","","","","","","","23.8","23.8","23.8","","",""
"1810","","","","","","","","","","","","","55","55","55"
"1812","","","","","","","","","","","","","56","56","56"
"1815","","","","","","","","","","23.857142857142858","23.857142857142858","23.857142857142858","","",""
"1816","","","","","","","","","","24","24","24","","",""
"1819","","","","","","","0","0","0","","","","","",""
"1823","","","","70","70","70","","","","","","","","",""
"1825","","","","","","","","","","24.272727272727273","24.272727272727273","24.272727272727273","59.4","59.4","59.4"
"1826","","","","70","70","70","","","","","","","","",""
"1828","0","0","0","","","","","","","","","","","",""
"1832","","","","","","","0","0","0","","","","","",""
"1834","","","","","","","","","","","","","59.6","59.6","59.6"
"1836","","","","70","70","70","","","","","","","","",""
"1838","0","0","0","","","","","","","","","","","",""
"1840","","","","","","","","","","","","","59.333333333333336","59.333333333333336","59.333333333333336"
"1846","","","","0","0","0","","","","","","","","",""
"1849","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","","","","","","","",""
"1856","","","","","","","0","0","0","","","","","",""
"1867","0","0","0","","","","","","","","","","","",""
"1869","","","","0","0","0","","","","","","","","",""
"1870","","","","","","","","","","","","","61.375","61.375","61.375"
"1871","0","0","0","","","","","","","","","","","",""
"1872","","","","","","","0","0","0","","","","","",""
"1881","","","","70","70","70","","","","","","","63.125","63.125","63.125"
"1888","","","","","","","","","","","","","66","66","66"
"1892","","","","","","","","","","0","0","0","","",""
"1897","","","","70","70","70","","","","","","","","",""
"1903","","","","","","","","","","0","0","0","69.8","69.8","69.8"
"1908","0.2727272727272727","0.2727272727272727","0.2727272727272727","","","","","","","","","","","",""
"1910","","","","70","70","70","","","","","","","","",""
"1911","","","","70","70","70","","","","","","","","",""
"1918","","","","","","","","","","0","0","0","","",""
"1919","","","","70","70","70","","","","","","","","",""
"1920","","","","","","","0","0","0","","","","","",""
"1926","","","","70","70","70","","","","","","","","",""
"1927","0","0","0","","","","","","","","","","","",""
"1929","0","0","0","","","","","","","","","","","",""
"1930","0","0","0","","","","","","","","","","0","0","0"
"1931","","","","","","","","","","0","0","0","","",""
"1932","","","","","","","0.3","0.3","0.3","","","","","",""
"1933","","","","","","","","","","0","0","0","","",""
"1934","","","","","","","","","","0","0","0","","",""
"1935","","","","","","","","","","","","","0","0","0"
"1937","","","","","","","","","","0","0","0","","",""
"1941","","","","","","","","","","","","","0","0","0"
"1950","","","","70","70","70","","","","","","","","",""
"1954","","","","","","","0","0","0","0","0","0","","",""
"1959","","","","70","70","70","","","","","","","","",""
"1963","","","","70","70","70","","","","","","","","",""
"1968","1","1","1","70","70","70","","","","","","","","",""
"1972","","","","","","","","","","0","0","0","","",""
"1974","4","4","4","69.71428571428571","69.71428571428571","69.71428571428571","","","","","","","","",""
"1986","6","6","6","","","","","","","","","","","",""
"1987","","","","","","","0","0","0","","","","","",""
"1998","","","","70","70","70","","","","0","0","0","70","70","70"
"2001","","","","","","","","","","0","0","0","","",""
"2008","","","","","","","0.4444444444444444","0.4444444444444444","0.4444444444444444","","","","","",""
"2013","","","","","","","1.4444444444444444","1.4444444444444444","1.4444444444444444","","","","","",""
"2022","9.2","9.2","9.2","","","","","","","","","","","",""
"2027","11.777777777777779","11.777777777777779","11.777777777777779","","","","","","","","","","","",""
"2029","12","12","12","","","","","","","","","","","",""
"2031","","","","69.54545454545455","69.54545454545455","69.54545454545455","0","0","0","0","0","0","","",""
"2034","12.25","12.25","12.25","","","","","","","","","","","",""
"2037","12","12","12","","","","","","","0","0","0","","",""
"2038","12.125","12.125","12.125","","","","","","","","","","","",""
"2039","","","","","","","","","","","","","0","0","0"
"2045","","","","66.8","66.8","66.8","","","","","","","","",""
"2048","17","17","17","","","","6","6","6","","","","","",""
"2049","","","","65.81818181818181","65.81818181818181","65.81818181818181","","","","","","","","",""
"2052","","","","","","","7","7","7","","","","","",""
"2055","","","","","","","","","","","","","70","70","70"
"2062","","","","","","","12","12","12","","","","","",""
"2064","","","","","","","13","13","13","","","","","",""
"2068","","","","","","","","","","0","0","0","","",""
"2071","","","","","","","16","16","16","","","","","",""
"2072","21.833333333333332","21.833333333333332","21.833333333333332","","","","","","","","","","","",""
"2073","21.857142857142858","21.857142857142858","21.857142857142858","","","","","","","","","","","",""
"2075","","","","61.09090909090909","61.09090909090909","61.09090909090909","","","","","","","","",""
"2078","","","","","","","","","","","","","70","70","70"
"2079","","","","","","","","","","","","","0","0","0"
"2082","24.333333333333332","24.333333333333332","24.333333333333332","","","","","","","","","","","",""
"2086","","","","59.69230769230769","59.69230769230769","59.69230769230769","","","","","","","0","0","0"
"2090","","","","","","","","","","0","0","0","","",""
"2094","26.333333333333332","26.333333333333332","26.333333333333332","","","","","","","","","","","",""
"2095","","","","56.46666666666667","56.46666666666667","56.46666666666667","","","","","","","","",""
"2098","","","","","","","","","","","","","70","70","70"
"2099","","","","","","","30","30","30","","","","","",""
"2108","","","","51.53333333333333","51.53333333333333","51.53333333333333","","","","","","","","",""
"2111","","","","","","","33.5","33.5","33.5","","","","","",""
"2113","","","","","","","","","","0.1111111111111111","0.1111111111111111","0.1111111111111111","","",""
"2114","33.333333333333336","33.333333333333336","33.333333333333336","","","","","","","","","","","",""
"2117","","","","47.46153846153846","47.46153846153846","47.46153846153846","","","","","","","","",""
"2118","","","","","","","","","","","","","70","70","70"
"2123","","","","","","","37.666666666666664","37.666666666666664","37.666666666666664","","","","","",""
"2128","","","","","","","38.77777777777778","38.77777777777778","38.77777777777778","","","","","",""
"2130","","","","","","","","","","0","0","0","","",""
"2131","","","","42.38461538461539","42.38461538461539","42.38461538461539","","","","","","","","",""
"2133","32.333333333333336","32.333333333333336","32.333333333333336","","","","","","","","","","","",""
"2138","32.714285714285715","32.714285714285715","32.714285714285715","","","","","","","","","","","",""
"2141","","","","","","","","","","","","","70","70","70"
"2143","","","","","","","","","","","","","70","70","70"
"2145","36","36","36","","","","","","","","","","","",""
"2146","","","","","","","","","","0","0","0","","",""
"2152","42","42","42","","","","","","","","","","","",""
"2157","","","","","","","","","","","","","70","70","70"
"2159","","","","","","","","","","0","0","0","","",""
"2164","","","","","","","44","44","44","","","","","",""
"2165","","","","","","","44.75","44.75","44.75","","","","","",""
"2166","47","47","47","","","","","","","","","","","",""
"2168","","","","","","","46.2","46.2","46.2","","","","","",""
"2171","","","","","","","","","","","","","70","70","70"
"2172","","","","","","","47.2","47.2","47.2","","","","","",""
"2173","","","","20.8","20.8","20.8","","","","","","","","",""
"2177","47.666666666666664","47.666666666666664","47.666666666666664","","","","","","","","","","","",""
