"Step","12-static-1","12-static - dead-1__MIN","12-static - dead-1__MAX","12-dynamic","12-dynamic - dead-1__MIN","12-dynamic - dead-1__MAX","12-ofb","12-ofbt - dead-1__MIN","12-ofbt - dead-1__MAX","12-every-10","12-every-10 - dead-1__MIN","12-every-10 - dead-1__MAX","12-every-100","12-every-100 - dead-1__MIN","12-every-100 - dead-1__MAX"
"2137","","","","","","","0","0","0","","","","","",""
"2139","0","0","0","","","","","","","","","","","",""
"2144","0","0","0","","","","","","","","","","0","0","0"
"2150","","","","","","","","","","0","0","0","","",""
"2152","","","","","","","","","","0","0","0","","",""
"2153","","","","","","","","","","0","0","0","0","0","0"
"2155","","","","","","","","","","0","0","0","","",""
"2164","0","0","0","","","","","","","","","","","",""
"2167","","","","","","","0","0","0","","","","0","0","0"
"2175","","","","","","","","","","0","0","0","","",""
"2177","","","","","","","","","","0","0","0","","",""
"2179","","","","","","","","","","0","0","0","","",""
"2180","","","","","","","","","","0","0","0","","",""
"2185","0","0","0","","","","","","","","","","","",""
"2192","","","","0","0","0","","","","","","","","",""
"2193","","","","","","","","","","","","","0","0","0"
"2196","","","","","","","0","0","0","0","0","0","","",""
"2197","","","","","","","","","","0","0","0","","",""
"2202","0","0","0","0","0","0","","","","","","","","",""
"2205","","","","0","0","0","","","","","","","","",""
"2211","","","","","","","0","0","0","","","","","",""
"2220","0","0","0","","","","","","","","","","","",""
"2223","","","","","","","0","0","0","","","","","",""
"2233","0","0","0","","","","","","","","","","","",""
"2234","","","","","","","","","","0","0","0","","",""
"2241","","","","","","","","","","","","","0","0","0"
"2243","0","0","0","","","","","","","","","","","",""
"2247","","","","","","","0","0","0","0","0","0","","",""
"2249","0","0","0","","","","","","","","","","","",""
"2257","","","","","","","","","","","","","0","0","0"
"2263","","","","","","","","","","","","","0","0","0"
"2283","","","","0","0","0","","","","","","","","",""
"2286","0","0","0","","","","","","","","","","","",""
"2291","","","","","","","1","1","1","","","","","",""
"2294","","","","","","","","","","0","0","0","","",""
"2297","","","","","","","","","","","","","0","0","0"
"2298","0","0","0","","","","","","","","","","","",""
"2300","","","","","","","","","","","","","0","0","0"
"2301","","","","","","","1","1","1","","","","","",""
"2302","0","0","0","","","","","","","","","","","",""
"2306","","","","0","0","0","","","","","","","","",""
"2310","","","","","","","","","","","","","0","0","0"
"2311","","","","","","","","","","","","","0","0","0"
"2318","0","0","0","","","","","","","","","","","",""
"2319","","","","0","0","0","","","","","","","","",""
"2320","","","","0","0","0","","","","","","","","",""
"2322","0","0","0","","","","3","3","3","","","","","",""
"2325","","","","","","","4","4","4","","","","0","0","0"
"2328","","","","","","","","","","","","","0","0","0"
"2336","","","","","","","","","","","","","0","0","0"
"2346","","","","","","","","","","","","","0","0","0"
"2347","","","","","","","","","","0","0","0","","",""
"2348","","","","0","0","0","","","","","","","","",""
"2352","","","","","","","","","","0","0","0","","",""
"2355","0","0","0","","","","","","","","","","","",""
"2359","","","","","","","","","","","","","0","0","0"
"2360","0","0","0","","","","","","","0","0","0","","",""
"2361","","","","","","","","","","0","0","0","","",""
"2368","0","0","0","","","","","","","0","0","0","","",""
"2369","","","","","","","","","","0","0","0","","",""
"2382","","","","","","","","","","0","0","0","","",""
"2388","","","","0","0","0","","","","","","","","",""
"2389","","","","0","0","0","","","","","","","","",""
"2392","0","0","0","0","0","0","","","","","","","","",""
"2402","","","","0","0","0","","","","","","","","",""
"2407","","","","","","","0","0","0","","","","","",""
"2419","","","","0","0","0","","","","","","","","",""
"2421","","","","","","","0","0","0","","","","","",""
"2424","","","","0","0","0","","","","","","","","",""
"2428","","","","","","","","","","0","0","0","","",""
"2429","","","","","","","","","","0","0","0","","",""
"2430","","","","","","","","","","0","0","0","","",""
"2431","","","","0","0","0","","","","","","","","",""
"2432","0","0","0","","","","","","","","","","","",""
"2433","0","0","0","","","","","","","","","","","",""
"2434","","","","","","","","","","0","0","0","","",""
"2435","","","","0","0","0","","","","","","","","",""
"2438","","","","","","","0","0","0","","","","","",""
"2439","","","","","","","1","1","1","","","","","",""
"2440","","","","","","","","","","0","0","0","","",""
"2442","0","0","0","","","","","","","","","","","",""
"2446","","","","","","","","","","0","0","0","","",""
"2449","","","","","","","","","","0","0","0","","",""
"2454","","","","","","","0","0","0","","","","","",""
"2455","","","","","","","","","","","","","0","0","0"
"2463","","","","0","0","0","","","","","","","","",""
"2464","","","","0","0","0","","","","","","","","",""
"2465","","","","","","","0","0","0","","","","","",""
"2471","","","","0","0","0","","","","","","","","",""
"2472","","","","","","","0","0","0","","","","","",""
"2488","","","","0","0","0","","","","","","","0","0","0"
"2490","","","","","","","","","","","","","0","0","0"
"2496","","","","0","0","0","","","","","","","","",""
"2504","","","","","","","","","","0","0","0","","",""
"2508","","","","","","","","","","0","0","0","","",""
"2512","","","","","","","","","","","","","0","0","0"
"2513","0","0","0","","","","","","","0","0","0","","",""
"2514","","","","","","","0","0","0","","","","","",""
"2515","0","0","0","","","","","","","","","","","",""
"2520","0","0","0","","","","","","","","","","","",""
"2521","0","0","0","","","","","","","","","","","",""
"2531","","","","0","0","0","","","","","","","","",""
"2532","5","5","5","0","0","0","","","","","","","","",""
"2534","","","","0","0","0","","","","","","","0","0","0"
"2535","","","","","","","0","0","0","","","","","",""
"2541","","","","0","0","0","","","","","","","","",""
"2542","","","","","","","0","0","0","","","","","",""
"2543","","","","0","0","0","","","","","","","","",""
"2552","0","0","0","","","","","","","","","","0","0","0"
"2553","","","","0","0","0","","","","","","","","",""
"2554","","","","","","","","","","","","","0","0","0"
"2556","0","0","0","","","","1","1","1","","","","","",""
"2563","","","","","","","","","","0","0","0","","",""
"2564","","","","","","","","","","","","","0","0","0"
"2567","","","","","","","0","0","0","","","","","",""
"2568","0","0","0","","","","","","","0","0","0","","",""
"2569","","","","","","","","","","0","0","0","","",""
"2570","","","","","","","","","","0","0","0","","",""
"2573","","","","0","0","0","","","","","","","","",""
"2578","","","","","","","0","0","0","","","","0","0","0"
"2580","0","0","0","","","","","","","","","","","",""
"2582","","","","","","","","","","","","","0","0","0"
"2586","0","0","0","0","0","0","","","","","","","","",""
"2588","","","","","","","","","","","","","0","0","0"
"2590","","","","","","","2","2","2","","","","","",""
"2601","0","0","0","","","","","","","","","","0","0","0"
"2603","","","","0","0","0","","","","0","0","0","","",""
"2606","","","","","","","0","0","0","","","","","",""
"2611","0","0","0","","","","","","","","","","0","0","0"
"2615","0","0","0","","","","","","","","","","","",""
"2616","","","","0","0","0","","","","","","","0","0","0"
"2619","","","","","","","","","","0","0","0","","",""
"2622","","","","","","","0","0","0","","","","","",""
"2625","","","","","","","0","0","0","","","","","",""
"2629","","","","","","","","","","","","","0","0","0"
"2630","","","","","","","0","0","0","","","","","",""
"2632","","","","","","","","","","0","0","0","","",""
"2633","","","","","","","1","1","1","","","","","",""
"2635","","","","","","","2","2","2","","","","","",""
"2636","","","","0","0","0","","","","","","","","",""
"2637","","","","","","","1","1","1","","","","","",""
"2640","0","0","0","","","","","","","","","","","",""
"2643","","","","0","0","0","","","","","","","","",""
"2646","","","","","","","","","","0","0","0","","",""
"2655","","","","","","","0","0","0","0","0","0","","",""
"2662","","","","0","0","0","","","","","","","","",""
"2666","","","","0","0","0","","","","","","","","",""
"2668","","","","","","","0","0","0","0","0","0","","",""
"2673","","","","","","","","","","0","0","0","","",""
"2677","","","","","","","","","","","","","0","0","0"
"2678","0","0","0","","","","","","","","","","","",""
"2695","","","","","","","","","","","","","0","0","0"
"2706","","","","","","","","","","0","0","0","0","0","0"
"2709","","","","","","","1","1","1","0","0","0","","",""
"2717","0","0","0","","","","","","","","","","","",""
"2720","","","","","","","4","4","4","","","","","",""
"2725","","","","","","","1","1","1","","","","","",""
"2726","","","","0","0","0","3","3","3","","","","","",""
"2727","","","","","","","","","","0","0","0","","",""
"2730","0","0","0","","","","","","","","","","","",""
"2732","","","","","","","5","5","5","","","","","",""
"2745","","","","","","","","","","","","","0","0","0"
"2747","","","","","","","","","","","","","0","0","0"
"2748","","","","","","","","","","0","0","0","","",""
"2750","","","","","","","","","","0","0","0","","",""
"2754","","","","","","","","","","","","","0","0","0"
"2757","","","","","","","","","","","","","0","0","0"
"2764","","","","","","","","","","","","","0","0","0"
"2767","","","","","","","0","0","0","","","","","",""
"2770","","","","","","","0","0","0","","","","","",""
"2772","","","","","","","","","","","","","0","0","0"
"2773","","","","0","0","0","","","","","","","","",""
"2776","","","","0","0","0","","","","","","","","",""
"2781","","","","","","","0","0","0","0","0","0","","",""
"2784","","","","0","0","0","0","0","0","","","","0","0","0"
"2789","","","","","","","","","","","","","0","0","0"
"2795","0","0","0","","","","","","","","","","0","0","0"
"2800","0","0","0","0","0","0","","","","","","","","",""
"2803","","","","","","","","","","","","","0","0","0"
"2808","","","","0","0","0","","","","","","","","",""
"2810","0","0","0","","","","","","","","","","","",""
"2812","","","","","","","0","0","0","","","","","",""
"2814","0","0","0","0","0","0","","","","","","","","",""
"2816","0","0","0","","","","","","","","","","","",""
"2817","","","","","","","","","","0","0","0","","",""
"2822","0","0","0","","","","","","","","","","","",""
"2827","0","0","0","","","","","","","","","","","",""
"2833","","","","0","0","0","0","0","0","","","","","",""
"2837","0","0","0","","","","","","","","","","","",""
"2838","0","0","0","","","","0","0","0","","","","","",""
"2839","","","","0","0","0","","","","","","","","",""
"2842","0","0","0","","","","","","","0","0","0","","",""
"2847","","","","0","0","0","","","","","","","","",""
"2848","","","","","","","","","","0","0","0","","",""
"2850","0","0","0","","","","","","","","","","","",""
"2852","","","","0","0","0","","","","","","","0","0","0"
"2854","","","","0","0","0","","","","","","","","",""
"2861","","","","","","","","","","0","0","0","","",""
"2863","0","0","0","","","","","","","","","","","",""
"2865","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"2873","","","","","","","","","","0","0","0","","",""
"2874","","","","","","","","","","0","0","0","","",""
"2875","","","","0","0","0","","","","","","","","",""
"2879","0","0","0","","","","","","","","","","","",""
"2880","","","","0","0","0","","","","","","","","",""
"2882","0","0","0","","","","","","","0","0","0","","",""
"2883","","","","0","0","0","","","","","","","","",""
"2887","","","","0","0","0","","","","","","","","",""
"2888","","","","","","","","","","0","0","0","","",""
"2889","0","0","0","","","","","","","","","","","",""
"2900","0","0","0","","","","","","","","","","","",""
"2909","","","","","","","","","","","","","0","0","0"
"2911","0","0","0","","","","","","","","","","","",""
"2913","","","","0","0","0","","","","","","","","",""
"2914","","","","0","0","0","0","0","0","","","","","",""
"2921","","","","","","","","","","","","","0","0","0"
"2923","","","","","","","","","","0","0","0","","",""
"2934","","","","","","","0","0","0","","","","","",""
"2936","","","","","","","0","0","0","","","","","",""
"2937","","","","0","0","0","","","","","","","","",""
"2942","0","0","0","","","","","","","","","","","",""
"2943","","","","","","","","","","0","0","0","","",""
"2944","0","0","0","","","","","","","","","","","",""
"2955","","","","0","0","0","","","","","","","","",""
"2962","","","","","","","","","","","","","0","0","0"
"2963","0","0","0","","","","","","","","","","","",""
"2966","","","","","","","","","","0","0","0","","",""
"2967","","","","","","","0","0","0","","","","","",""
"2972","","","","","","","","","","","","","0","0","0"
"2983","0","0","0","","","","","","","","","","","",""
"2985","","","","","","","","","","0","0","0","","",""
"2994","","","","","","","","","","0","0","0","","",""
"2995","","","","","","","","","","0","0","0","","",""
"2999","","","","","","","0","0","0","","","","","",""
"3001","","","","","","","0","0","0","","","","","",""
"3002","","","","","","","0","0","0","","","","","",""
"3003","","","","","","","","","","","","","0","0","0"
"3009","","","","","","","","","","0","0","0","","",""
"3010","","","","0","0","0","","","","","","","","",""
"3013","","","","","","","","","","","","","0","0","0"
"3021","","","","","","","","","","0","0","0","","",""
"3039","1","1","1","","","","","","","","","","","",""
"3040","3","3","3","","","","","","","","","","0","0","0"
"3041","","","","","","","","","","0","0","0","","",""
"3048","","","","","","","","","","0","0","0","","",""
"3050","","","","0","0","0","0","0","0","","","","","",""
"3052","2","2","2","","","","","","","","","","","",""
"3053","3","3","3","","","","","","","","","","","",""
"3056","","","","0","0","0","","","","","","","","",""
"3058","","","","","","","0","0","0","","","","","",""
"3060","","","","","","","0","0","0","","","","0","0","0"
"3063","2","2","2","","","","","","","","","","","",""
"3065","","","","","","","","","","","","","0","0","0"
"3076","","","","","","","","","","","","","0","0","0"
