"Step","12-static-1","12-static - latency-1__MIN","12-static - latency-1__MAX","12-dynamic","12-dynamic - latency-1__MIN","12-dynamic - latency-1__MAX","12-ofb","12-ofbt - latency-1__MIN","12-ofbt - latency-1__MAX","12-every-10","12-every-10 - latency-1__MIN","12-every-10 - latency-1__MAX","12-every-100","12-every-100 - latency-1__MIN","12-every-100 - latency-1__MAX"
"59501","","","","","","","20.666666666666668","20.666666666666668","20.666666666666668","70","70","70","","",""
"59505","","","","","","","","","","","","","37","37","37"
"59510","0","0","0","","","","","","","","","","","",""
"59518","","","","0","0","0","","","","","","","","",""
"59522","","","","","","","","","","","","","35.666666666666664","35.666666666666664","35.666666666666664"
"59525","0","0","0","","","","","","","","","","","",""
"59529","","","","","","","","","","","","","36.666666666666664","36.666666666666664","36.666666666666664"
"59530","","","","","","","","","","","","","36.666666666666664","36.666666666666664","36.666666666666664"
"59535","","","","","","","21.333333333333332","21.333333333333332","21.333333333333332","","","","","",""
"59536","","","","","","","","","","","","","35.333333333333336","35.333333333333336","35.333333333333336"
"59537","0","0","0","","","","22","22","22","","","","","",""
"59550","","","","","","","","","","0","0","0","31.333333333333332","31.333333333333332","31.333333333333332"
"59551","","","","4","4","4","","","","","","","","",""
"59555","","","","","","","","","","","","","29","29","29"
"59557","","","","2","2","2","","","","","","","","",""
"59563","","","","1","1","1","","","","","","","","",""
"59566","","","","","","","","","","","","","25","25","25"
"59571","","","","","","","13","13","13","","","","","",""
"59573","","","","0","0","0","","","","","","","","",""
"59577","","","","","","","","","","","","","24.666666666666668","24.666666666666668","24.666666666666668"
"59578","","","","","","","","","","0","0","0","25","25","25"
"59579","","","","0","0","0","","","","","","","","",""
"59580","69.5","69.5","69.5","","","","","","","","","","","",""
"59583","","","","","","","","","","","","","25.666666666666668","25.666666666666668","25.666666666666668"
"59587","0","0","0","","","","","","","","","","","",""
"59589","","","","1","1","1","","","","","","","","",""
"59593","","","","","","","8","8","8","","","","","",""
"59602","","","","","","","","","","","","","24.666666666666668","24.666666666666668","24.666666666666668"
"59603","","","","","","","","","","","","","25","25","25"
"59605","","","","","","","","","","0","0","0","","",""
"59610","","","","","","","","","","","","","19.5","19.5","19.5"
"59614","","","","","","","","","","","","","21","21","21"
"59618","0","0","0","0","0","0","","","","","","","","",""
"59620","0","0","0","","","","","","","","","","","",""
"59621","","","","","","","","","","0","0","0","","",""
"59624","","","","","","","7.666666666666667","7.666666666666667","7.666666666666667","","","","","",""
"59633","","","","","","","8.666666666666666","8.666666666666666","8.666666666666666","","","","","",""
"59637","","","","","","","","","","0","0","0","","",""
"59638","","","","31.666666666666668","31.666666666666668","31.666666666666668","","","","","","","","",""
"59639","","","","32","32","32","","","","","","","","",""
"59641","","","","","","","","","","","","","22.25","22.25","22.25"
"59648","","","","34","34","34","","","","","","","","",""
"59653","","","","","","","3.6666666666666665","3.6666666666666665","3.6666666666666665","","","","","",""
"59658","","","","","","","","","","","","","21","21","21"
"59660","0","0","0","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","",""
"59665","","","","","","","","","","0","0","0","","",""
"59666","","","","","","","","","","","","","19.333333333333332","19.333333333333332","19.333333333333332"
"59673","0","0","0","","","","","","","","","","","",""
"59674","0","0","0","36","36","36","","","","","","","","",""
"59678","0","0","0","","","","","","","","","","20","20","20"
"59680","0","0","0","","","","","","","","","","","",""
"59681","","","","33","33","33","","","","","","","","",""
"59696","","","","28.333333333333332","28.333333333333332","28.333333333333332","","","","","","","","",""
"59701","","","","","","","","","","0","0","0","","",""
"59704","","","","29","29","29","","","","","","","14","14","14"
"59714","","","","0","0","0","","","","","","","","",""
"59718","","","","","","","","","","","","","18","18","18"
"59719","","","","","","","","","","","","","18.666666666666668","18.666666666666668","18.666666666666668"
"59721","0","0","0","","","","","","","0","0","0","","",""
"59726","0","0","0","","","","","","","","","","","",""
"59727","","","","34.666666666666664","34.666666666666664","34.666666666666664","","","","","","","","",""
"59728","0","0","0","","","","","","","","","","","",""
"59737","70","70","70","","","","","","","","","","","",""
"59742","0","0","0","","","","","","","","","","","",""
"59745","","","","","","","","","","0","0","0","","",""
"59748","","","","","","","","","","0","0","0","","",""
"59749","","","","","","","","","","0","0","0","","",""
"59751","0","0","0","29","29","29","","","","","","","","",""
"59754","","","","","","","","","","","","","24","24","24"
"59764","","","","27.5","27.5","27.5","","","","","","","","",""
"59765","","","","27.666666666666668","27.666666666666668","27.666666666666668","","","","0","0","0","","",""
"59772","0","0","0","","","","","","","","","","","",""
"59777","","","","","","","7","7","7","","","","","",""
"59785","0","0","0","","","","","","","","","","","",""
"59791","","","","","","","","","","","","","25","25","25"
"59793","0","0","0","","","","","","","","","","25.333333333333332","25.333333333333332","25.333333333333332"
"59794","","","","","","","4.666666666666667","4.666666666666667","4.666666666666667","","","","","",""
"59797","70","70","70","","","","5","5","5","","","","","",""
"59801","","","","28","28","28","","","","","","","","",""
"59807","0","0","0","","","","","","","","","","","",""
"59812","","","","24.5","24.5","24.5","","","","","","","","",""
"59814","","","","","","","12","12","12","","","","","",""
"59819","","","","","","","","","","0","0","0","","",""
"59824","69.5","69.5","69.5","","","","12.333333333333334","12.333333333333334","12.333333333333334","","","","","",""
"59830","70","70","70","","","","","","","","","","","",""
"59831","","","","","","","","","","0","0","0","","",""
"59832","","","","34","34","34","","","","","","","","",""
"59835","","","","","","","","","","","","","23.5","23.5","23.5"
"59836","","","","33.75","33.75","33.75","","","","","","","","",""
"59840","","","","","","","","","","0","0","0","","",""
"59845","","","","","","","","","","","","","25","25","25"
"59846","","","","","","","17.666666666666668","17.666666666666668","17.666666666666668","","","","","",""
"59847","","","","","","","18","18","18","","","","","",""
"59850","","","","","","","","","","","","","25.666666666666668","25.666666666666668","25.666666666666668"
"59852","0","0","0","","","","","","","","","","","",""
"59859","0","0","0","27.5","27.5","27.5","","","","","","","","",""
"59866","","","","","","","","","","69.5","69.5","69.5","","",""
"59867","","","","","","","","","","","","","25","25","25"
"59872","","","","21","21","21","","","","","","","","",""
"59873","","","","","","","","","","","","","19.666666666666668","19.666666666666668","19.666666666666668"
"59877","68.5","68.5","68.5","","","","","","","","","","","",""
"59879","","","","","","","","","","0","0","0","","",""
"59881","","","","","","","","","","","","","19","19","19"
"59885","0","0","0","","","","","","","","","","","",""
"59887","","","","","","","","","","","","","20","20","20"
"59893","","","","","","","15","15","15","","","","","",""
"59895","","","","","","","","","","0","0","0","","",""
"59901","","","","21","21","21","","","","","","","","",""
"59902","","","","","","","","","","0","0","0","","",""
"59903","","","","","","","9.333333333333334","9.333333333333334","9.333333333333334","","","","","",""
"59904","0","0","0","","","","","","","","","","","",""
"59905","0","0","0","","","","","","","","","","","",""
"59907","0","0","0","","","","","","","0","0","0","","",""
"59911","","","","","","","","","","","","","15.666666666666666","15.666666666666666","15.666666666666666"
"59912","","","","25","25","25","","","","","","","","",""
"59917","0","0","0","","","","","","","","","","","",""
"59927","","","","","","","11","11","11","","","","","",""
"59929","","","","","","","12","12","12","","","","","",""
"59933","","","","","","","","","","0","0","0","","",""
"59935","","","","","","","","","","0","0","0","21.666666666666668","21.666666666666668","21.666666666666668"
"59943","","","","","","","8.333333333333334","8.333333333333334","8.333333333333334","","","","","",""
"59945","0","0","0","","","","","","","","","","","",""
"59950","","","","","","","","","","","","","28","28","28"
"59953","0","0","0","","","","10.333333333333334","10.333333333333334","10.333333333333334","","","","","",""
"59954","0","0","0","","","","","","","","","","","",""
"59958","","","","","","","10.333333333333334","10.333333333333334","10.333333333333334","","","","","",""
"59960","","","","","","","","","","70","70","70","","",""
"59963","","","","","","","10.333333333333334","10.333333333333334","10.333333333333334","","","","","",""
"59966","","","","12.5","12.5","12.5","","","","","","","","",""
"59968","","","","","","","","","","","","","32","32","32"
"59971","","","","","","","11","11","11","","","","","",""
"59972","0","0","0","","","","","","","","","","","",""
"59977","","","","","","","","","","0","0","0","","",""
"59981","0","0","0","","","","","","","","","","","",""
"59987","","","","","","","13","13","13","","","","","",""
"59988","","","","","","","","","","","","","34","34","34"
"59991","","","","","","","13","13","13","","","","","",""
"59996","70","70","70","13","13","13","","","","","","","","",""
"59997","0","0","0","","","","","","","","","","","",""
"59998","0","0","0","","","","","","","","","","","",""
"60000","69.5","69.5","69.5","","","","","","","","","","","",""
"60003","0","0","0","","","","","","","","","","","",""
"60006","","","","","","","11.666666666666666","11.666666666666666","11.666666666666666","","","","","",""
"60008","","","","","","","12","12","12","","","","","",""
"60012","","","","13.666666666666666","13.666666666666666","13.666666666666666","","","","","","","","",""
"60018","","","","","","","","","","","","","39.333333333333336","39.333333333333336","39.333333333333336"
"60019","","","","10.5","10.5","10.5","","","","","","","","",""
"60021","","","","9.25","9.25","9.25","","","","","","","","",""
"60027","0","0","0","","","","","","","","","","","",""
"60030","","","","","","","13.333333333333334","13.333333333333334","13.333333333333334","","","","","",""
"60035","0","0","0","","","","","","","","","","","",""
"60038","0","0","0","","","","","","","","","","","",""
"60045","","","","","","","","","","","","","41.333333333333336","41.333333333333336","41.333333333333336"
"60047","","","","","","","","","","","","","41","41","41"
"60055","0","0","0","","","","","","","","","","","",""
"60060","","","","","","","","","","","","","42.333333333333336","42.333333333333336","42.333333333333336"
"60065","","","","","","","","","","","","","42","42","42"
