"Step","ofb-final-steps2M-Seed1 - slice0:incoming-traffic","ofb-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","ofb-final-steps2M-Seed1 - slice0:incoming-traffic__MAX","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic__MAX","static-final-steps2M-Seed1 - slice0:incoming-traffic","static-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","static-final-steps2M-Seed1 - slice0:incoming-traffic__MAX"
"922530","","","","","","","10","10","10"
"922550","","","","10","10","10","","",""
"922640","8","8","8","","","","","",""
"922660","14","14","14","","","","","",""
"922830","","","","10","10","10","","",""
"922910","","","","8","8","8","","",""
"922920","","","","","","","8","8","8"
"923010","","","","6","6","6","","",""
"923130","","","","","","","9","9","9"
"923280","","","","11","11","11","","",""
"923320","4","4","4","10","10","10","","",""
"923350","13","13","13","","","","","",""
"923360","","","","","","","12","12","12"
"923430","","","","15","15","15","","",""
"923520","8","8","8","","","","","",""
"923540","","","","13","13","13","","",""
"923630","10","10","10","","","","11","11","11"
"923640","3","3","3","","","","","",""
"923700","","","","","","","12","12","12"
"923760","","","","8","8","8","","",""
"923840","","","","","","","8","8","8"
"923850","","","","9","9","9","","",""
"923870","","","","11","11","11","","",""
"923990","","","","8","8","8","","",""
"924040","","","","","","","7","7","7"
"924070","","","","4","4","4","","",""
"924170","10","10","10","","","","12","12","12"
"924230","8","8","8","","","","","",""
"924260","9","9","9","","","","","",""
"924310","9","9","9","8","8","8","","",""
"924390","","","","","","","9","9","9"
"924450","","","","4","4","4","","",""
"924530","","","","","","","6","6","6"
"924540","6","6","6","","","","","",""
"924550","9","9","9","","","","","",""
"924620","3","3","3","","","","","",""
"924720","9","9","9","","","","","",""
"924770","8","8","8","","","","","",""
"924830","","","","","","","8","8","8"
"924910","8","8","8","","","","","",""
"924940","","","","11","11","11","","",""
"925010","6","6","6","","","","","",""
"925110","6","6","6","","","","","",""
"925210","","","","","","","5","5","5"
"925250","","","","10","10","10","","",""
"925260","","","","6","6","6","","",""
"925270","13","13","13","","","","","",""
"925340","","","","","","","10","10","10"
"925350","","","","","","","10","10","10"
"925370","","","","","","","12","12","12"
"925410","9","9","9","","","","","",""
"925470","","","","","","","7","7","7"
"925480","","","","9","9","9","","",""
"925510","6","6","6","","","","","",""
"925600","10","10","10","9","9","9","","",""
"925680","6","6","6","","","","10","10","10"
"925740","","","","11","11","11","","",""
"925800","","","","7","7","7","","",""
"925870","10","10","10","","","","","",""
"925930","","","","","","","9","9","9"
"925940","","","","9","9","9","","",""
"926010","","","","8","8","8","","",""
"926040","","","","","","","14","14","14"
"926050","","","","","","","9","9","9"
"926080","","","","8","8","8","","",""
"926110","7","7","7","","","","","",""
"926160","","","","","","","6","6","6"
"926230","9","9","9","","","","7","7","7"
"926240","","","","","","","8","8","8"
"926290","12","12","12","","","","","",""
"926310","12","12","12","","","","10","10","10"
"926330","6","6","6","","","","","",""
"926340","","","","","","","14","14","14"
"926440","","","","","","","12","12","12"
"926490","4","4","4","","","","","",""
"926540","","","","12","12","12","","",""
"926560","5","5","5","","","","","",""
"926620","6","6","6","","","","","",""
"926640","","","","9","9","9","","",""
"926710","10","10","10","","","","","",""
"926720","8","8","8","","","","","",""
"926860","5","5","5","","","","","",""
"926950","15","15","15","","","","","",""
"927100","11","11","11","","","","","",""
"927130","","","","4","4","4","","",""
"927230","","","","11","11","11","","",""
"927350","6","6","6","","","","","",""
"927400","7","7","7","","","","","",""
"927430","","","","","","","8","8","8"
"927460","","","","8","8","8","","",""
"927760","","","","","","","9","9","9"
"927770","","","","11","11","11","","",""
"927950","","","","9","9","9","","",""
"927990","13","13","13","","","","","",""
"928000","8","8","8","","","","","",""
"928050","","","","","","","8","8","8"
"928110","","","","7","7","7","","",""
"928160","","","","8","8","8","","",""
"928190","","","","","","","6","6","6"
"928200","","","","","","","7","7","7"
"928330","","","","","","","12","12","12"
"928360","","","","11","11","11","","",""
"928370","8","8","8","","","","","",""
"928420","","","","8","8","8","","",""
"928430","12","12","12","","","","","",""
"928450","","","","9","9","9","","",""
"928540","6","6","6","","","","","",""
"928640","6","6","6","","","","","",""
"928660","","","","7","7","7","","",""
"928670","13","13","13","","","","","",""
"928760","10","10","10","","","","","",""
"928800","","","","","","","12","12","12"
"928840","","","","9","9","9","","",""
"928900","","","","","","","11","11","11"
"928930","","","","","","","12","12","12"
"929070","11","11","11","","","","","",""
"929140","","","","","","","6","6","6"
"929160","","","","10","10","10","","",""
"929300","7","7","7","","","","","",""
"929380","","","","9","9","9","","",""
"929410","","","","11","11","11","","",""
"929440","","","","","","","10","10","10"
"929510","12","12","12","","","","","",""
"929530","16","16","16","","","","","",""
"929540","","","","","","","7","7","7"
"929560","","","","8","8","8","","",""
"929610","","","","","","","11","11","11"
"929820","12","12","12","","","","","",""
"929870","","","","8","8","8","","",""
"930090","12","12","12","7","7","7","","",""
"930200","","","","","","","9","9","9"
"930220","12","12","12","","","","","",""
"930270","","","","","","","12","12","12"
"930280","10","10","10","","","","","",""
"930300","","","","9","9","9","","",""
"930320","13","13","13","","","","","",""
"930340","","","","8","8","8","","",""
"930370","11","11","11","","","","","",""
"930430","12","12","12","","","","","",""
"930440","10","10","10","","","","","",""
"930460","","","","9","9","9","","",""
"930510","8","8","8","","","","","",""
"930530","11","11","11","","","","","",""
"930560","","","","11","11","11","9","9","9"
"930590","","","","11","11","11","","",""
"930630","11","11","11","11","11","11","","",""
"930710","","","","11","11","11","","",""
"930770","8","8","8","","","","","",""
"930780","13","13","13","","","","","",""
"930880","","","","","","","9","9","9"
"930940","","","","9","9","9","","",""
"931000","","","","","","","7","7","7"
"931030","","","","5","5","5","","",""
"931070","","","","","","","10","10","10"
"931100","","","","8","8","8","","",""
"931110","11","11","11","","","","","",""
"931250","","","","10","10","10","","",""
"931270","","","","","","","7","7","7"
"931330","","","","","","","9","9","9"
"931350","11","11","11","","","","","",""
"931370","","","","","","","7","7","7"
"931380","7","7","7","","","","","",""
"931490","9","9","9","","","","","",""
"931520","","","","11","11","11","","",""
"931530","","","","6","6","6","","",""
"931560","","","","8","8","8","11","11","11"
"931630","6","6","6","","","","","",""
"931680","","","","8","8","8","","",""
"931770","9","9","9","","","","","",""
"931910","8","8","8","","","","10","10","10"
"931930","","","","8","8","8","","",""
"932020","","","","6","6","6","","",""
"932030","","","","","","","9","9","9"
"932050","10","10","10","11","11","11","","",""
"932110","9","9","9","","","","","",""
"932130","","","","","","","11","11","11"
"932190","","","","","","","13","13","13"
"932230","","","","9","9","9","","",""
"932240","13","13","13","","","","","",""
"932280","7","7","7","","","","","",""
"932360","","","","","","","8","8","8"
"932410","","","","","","","10","10","10"
"932460","10","10","10","","","","","",""
"932540","","","","13","13","13","","",""
"932570","11","11","11","","","","","",""
"932640","","","","","","","11","11","11"
"932710","7","7","7","","","","","",""
"932780","","","","6","6","6","","",""
"932820","10","10","10","","","","","",""
"932830","6","6","6","","","","","",""
"932860","","","","8","8","8","","",""
"932870","","","","","","","9","9","9"
"932880","9","9","9","","","","","",""
"932900","","","","6","6","6","","",""
"932980","","","","","","","14","14","14"
"933020","7","7","7","","","","","",""
"933200","","","","","","","8","8","8"
"933230","","","","","","","10","10","10"
"933310","","","","","","","7","7","7"
"933430","","","","","","","6","6","6"
"933460","7","7","7","","","","","",""
"933480","","","","12","12","12","","",""
"933490","14","14","14","","","","","",""
"933650","","","","","","","10","10","10"
"933670","7","7","7","","","","","",""
"933800","","","","","","","11","11","11"
"933840","","","","","","","6","6","6"
"933910","9","9","9","","","","","",""
"933990","7","7","7","12","12","12","","",""
"934080","13","13","13","","","","","",""
"934220","","","","10","10","10","","",""
"934310","9","9","9","","","","","",""
"934470","10","10","10","","","","","",""
"934530","7","7","7","","","","","",""
"934600","10","10","10","","","","","",""
"934700","","","","10","10","10","","",""
"934710","","","","12","12","12","","",""
"934760","","","","","","","11","11","11"
"934870","11","11","11","","","","","",""
"934970","","","","9","9","9","","",""
"934980","","","","","","","11","11","11"
"935000","","","","7","7","7","","",""
"935070","","","","8","8","8","","",""
"935090","10","10","10","","","","","",""
"935210","","","","","","","11","11","11"
"935280","","","","","","","10","10","10"
"935480","8","8","8","","","","","",""
"935510","","","","","","","10","10","10"
"935540","8","8","8","","","","","",""
"935560","","","","8","8","8","","",""
"935590","","","","","","","11","11","11"
"935610","","","","7","7","7","","",""
"935630","","","","","","","11","11","11"
"935650","","","","","","","9","9","9"
"935830","15","15","15","","","","","",""
"935850","13","13","13","","","","","",""
"935920","14","14","14","","","","","",""
"936060","","","","10","10","10","","",""
"936100","","","","11","11","11","13","13","13"
"936120","11","11","11","","","","","",""
"936140","","","","11","11","11","","",""
"936170","6","6","6","","","","","",""
"936180","","","","","","","13","13","13"
"936210","","","","","","","8","8","8"
"936220","","","","6","6","6","","",""
"936270","","","","16","16","16","","",""
"936300","6","6","6","","","","","",""
"936310","","","","","","","9","9","9"
"936330","","","","","","","8","8","8"
"936360","5","5","5","","","","","",""
"936370","","","","","","","10","10","10"
"936420","","","","11","11","11","","",""
"936460","12","12","12","11","11","11","","",""
"936470","","","","","","","12","12","12"
"936510","13","13","13","","","","","",""
"936540","11","11","11","","","","","",""
"936560","","","","","","","7","7","7"
"936720","6","6","6","","","","","",""
"936750","","","","","","","12","12","12"
"936790","6","6","6","","","","","",""
"936820","","","","","","","10","10","10"
"936830","8","8","8","","","","","",""
"936890","","","","","","","13","13","13"
"936910","9","9","9","","","","","",""
"936920","","","","10","10","10","","",""
"937020","","","","7","7","7","","",""
"937070","","","","","","","7","7","7"
"937100","13","13","13","","","","","",""
"937130","10","10","10","","","","","",""
"937140","","","","8","8","8","","",""
"937210","","","","7","7","7","","",""
"937220","9","9","9","","","","","",""
"937290","","","","8","8","8","","",""
"937400","11","11","11","","","","","",""
"937410","","","","14","14","14","","",""
"937430","","","","","","","10","10","10"
"937450","9","9","9","","","","","",""
"937530","","","","","","","12","12","12"
"937540","","","","11","11","11","","",""
"937550","","","","9","9","9","","",""
"937590","11","11","11","","","","","",""
"937850","4","4","4","","","","","",""
"937930","","","","11","11","11","","",""
"937980","9","9","9","","","","","",""
"938020","12","12","12","","","","","",""
"938030","","","","5","5","5","","",""
"938050","","","","12","12","12","","",""
"938180","12","12","12","","","","","",""
"938190","11","11","11","","","","","",""
"938250","","","","","","","10","10","10"
"938290","","","","8","8","8","","",""
"938300","","","","","","","10","10","10"
"938310","","","","","","","8","8","8"
"938320","","","","","","","6","6","6"
"938360","","","","9","9","9","","",""
"938430","12","12","12","","","","","",""
"938440","9","9","9","","","","","",""
"938450","","","","11","11","11","","",""
"938560","7","7","7","","","","","",""
"938590","","","","13","13","13","","",""
"938680","","","","","","","12","12","12"
"938700","","","","8","8","8","","",""
"938850","","","","","","","8","8","8"
"938860","8","8","8","","","","","",""
"938880","","","","10","10","10","","",""
"938940","","","","","","","11","11","11"
"939000","11","11","11","","","","","",""
"939010","","","","11","11","11","","",""
"939200","","","","","","","8","8","8"
"939230","8","8","8","","","","","",""
"939290","","","","","","","10","10","10"
"939310","","","","15","15","15","","",""
"939370","10","10","10","","","","","",""
"939400","","","","10","10","10","7","7","7"
"939580","","","","","","","12","12","12"
"939620","","","","3","3","3","","",""
"939760","","","","","","","8","8","8"
"939800","13","13","13","","","","","",""
"939840","","","","","","","13","13","13"
"940060","","","","11","11","11","","",""
"940070","13","13","13","","","","","",""
"940210","","","","","","","13","13","13"
"940280","","","","9","9","9","","",""
"940300","","","","5","5","5","","",""
"940330","","","","","","","10","10","10"
"940340","","","","","","","9","9","9"
"940350","","","","","","","6","6","6"
"940490","7","7","7","","","","","",""
"940530","","","","4","4","4","","",""
"940640","9","9","9","","","","","",""
"940690","4","4","4","","","","","",""
"940890","","","","","","","10","10","10"
"940920","","","","13","13","13","9","9","9"
"941010","","","","","","","12","12","12"
"941060","","","","12","12","12","","",""
"941070","","","","","","","12","12","12"
"941100","","","","10","10","10","","",""
"941130","","","","","","","11","11","11"
"941200","10","10","10","","","","","",""
"941210","","","","11","11","11","","",""
"941430","","","","","","","11","11","11"
"941440","8","8","8","","","","","",""
"941480","","","","7","7","7","","",""
"941590","","","","10","10","10","","",""
"941610","11","11","11","","","","","",""
"941640","","","","9","9","9","","",""
"941860","","","","","","","12","12","12"
"941890","14","14","14","","","","","",""
"941900","","","","7","7","7","","",""
"941910","10","10","10","","","","","",""
"941920","","","","","","","9","9","9"
"941940","","","","","","","11","11","11"
"942020","","","","","","","5","5","5"
"942040","","","","","","","8","8","8"
"942060","","","","","","","9","9","9"
"942180","","","","","","","11","11","11"
"942190","","","","13","13","13","","",""
"942370","10","10","10","","","","","",""
"942390","","","","","","","5","5","5"
"942440","15","15","15","","","","","",""
"942450","9","9","9","","","","","",""
"942570","8","8","8","","","","","",""
"942590","","","","","","","11","11","11"
"942610","","","","6","6","6","","",""
"942660","","","","10","10","10","","",""
"942670","","","","9","9","9","","",""
"942700","10","10","10","","","","","",""
"942760","10","10","10","","","","","",""
"942780","","","","","","","15","15","15"
"942910","","","","6","6","6","","",""
"942920","","","","9","9","9","8","8","8"
"942980","9","9","9","","","","","",""
"943020","7","7","7","12","12","12","","",""
"943030","","","","6","6","6","","",""
"943040","7","7","7","","","","","",""
"943050","14","14","14","","","","","",""
"943110","","","","8","8","8","","",""
"943120","8","8","8","12","12","12","","",""
"943210","","","","8","8","8","","",""
"943220","","","","12","12","12","","",""
"943300","","","","10","10","10","","",""
"943310","","","","10","10","10","","",""
"943340","","","","8","8","8","","",""
"943470","6","6","6","","","","","",""
"943480","12","12","12","","","","11","11","11"
"943550","","","","","","","13","13","13"
"943610","5","5","5","","","","","",""
"943640","","","","","","","9","9","9"
"943690","","","","","","","9","9","9"
"943710","","","","","","","9","9","9"
"943720","","","","7","7","7","","",""
"943740","","","","","","","6","6","6"
"943760","4","4","4","","","","","",""
"943850","10","10","10","","","","","",""
"944040","","","","12","12","12","","",""
"944060","","","","10","10","10","","",""
"944070","","","","","","","8","8","8"
"944080","10","10","10","","","","","",""
"944210","","","","","","","5","5","5"
"944300","","","","","","","10","10","10"
"944330","","","","7","7","7","","",""
"944400","10","10","10","","","","","",""
"944490","","","","7","7","7","","",""
"944530","9","9","9","","","","","",""
"944620","","","","","","","10","10","10"
"944630","","","","","","","7","7","7"
"944640","","","","10","10","10","","",""
"944670","","","","7","7","7","","",""
"944700","13","13","13","","","","","",""
"944730","","","","7","7","7","","",""
"944750","","","","6","6","6","","",""
"944770","","","","","","","9","9","9"
"944860","10","10","10","","","","","",""
"944920","11","11","11","","","","","",""
"945100","","","","","","","13","13","13"
"945200","","","","","","","4","4","4"
"945350","","","","6","6","6","","",""
"945410","","","","","","","8","8","8"
"945600","","","","","","","13","13","13"
"945610","16","16","16","","","","","",""
"945660","12","12","12","","","","","",""
"945670","","","","","","","10","10","10"
"945680","","","","11","11","11","","",""
"945780","","","","11","11","11","","",""
"945840","","","","7","7","7","","",""
"945870","10","10","10","","","","","",""
"945900","","","","9","9","9","","",""
"945920","","","","10","10","10","","",""
"946000","","","","","","","7","7","7"
"946040","","","","","","","11","11","11"
"946120","","","","11","11","11","","",""
"946260","7","7","7","","","","","",""
"946280","","","","","","","8","8","8"
"946350","9","9","9","","","","","",""
"946640","12","12","12","","","","","",""
"946710","","","","6","6","6","","",""
"946730","9","9","9","","","","11","11","11"
"946750","5","5","5","","","","","",""
"946880","5","5","5","","","","","",""
"946890","","","","13","13","13","","",""
"946900","11","11","11","","","","","",""
"946910","","","","9","9","9","","",""
"947030","7","7","7","","","","8","8","8"
"947080","","","","11","11","11","","",""
"947100","","","","","","","12","12","12"
"947110","","","","","","","8","8","8"
"947140","9","9","9","","","","","",""
"947160","9","9","9","","","","","",""
"947280","","","","","","","7","7","7"
"947300","","","","10","10","10","","",""
"947340","7","7","7","","","","","",""
"947360","","","","10","10","10","","",""
"947460","14","14","14","","","","","",""
"947550","","","","8","8","8","10","10","10"
"947590","","","","10","10","10","","",""
"947600","","","","10","10","10","","",""
"947620","","","","9","9","9","","",""
"947840","","","","","","","11","11","11"
"947860","","","","8","8","8","","",""
"947950","","","","","","","10","10","10"
"947970","","","","8","8","8","9","9","9"
"948020","","","","5","5","5","","",""
"948090","10","10","10","","","","","",""
"948130","","","","","","","6","6","6"
"948240","11","11","11","","","","","",""
"948360","","","","","","","11","11","11"
"948410","","","","","","","8","8","8"
"948450","","","","10","10","10","","",""
"948480","10","10","10","","","","","",""
"948490","8","8","8","","","","","",""
"948540","12","12","12","","","","","",""
"948550","","","","9","9","9","","",""
"948570","","","","","","","13","13","13"
"948610","","","","6","6","6","","",""
"948700","","","","","","","8","8","8"
"948890","9","9","9","","","","11","11","11"
"948960","","","","14","14","14","","",""
"949090","","","","13","13","13","","",""
"949140","9","9","9","","","","","",""
"949170","","","","10","10","10","","",""
"949190","","","","6","6","6","","",""
"949240","","","","10","10","10","","",""
"949280","10","10","10","","","","","",""
"949330","","","","7","7","7","","",""
"949380","","","","","","","8","8","8"
"949400","","","","10","10","10","","",""
"949490","","","","","","","13","13","13"
"949510","","","","7","7","7","","",""
"949540","","","","6","6","6","","",""
"949610","","","","","","","7","7","7"
"949760","","","","","","","9","9","9"
"949870","","","","","","","9","9","9"
"949990","7","7","7","","","","","",""
"950010","","","","14","14","14","","",""
"950020","","","","","","","10","10","10"
"950150","","","","10","10","10","","",""
"950210","","","","","","","9","9","9"
"950240","","","","11","11","11","","",""
"950450","","","","","","","11","11","11"
"950460","","","","","","","6","6","6"
"950510","","","","8","8","8","","",""
"950540","","","","","","","12","12","12"
"950680","","","","","","","10","10","10"
"950760","11","11","11","","","","","",""
"950780","","","","11","11","11","","",""
"950800","","","","","","","10","10","10"
"950830","8","8","8","","","","","",""
"950920","","","","16","16","16","","",""
"950930","6","6","6","","","","","",""
"950990","","","","10","10","10","","",""
"951060","8","8","8","","","","","",""
"951210","8","8","8","","","","","",""
"951250","9","9","9","","","","10","10","10"
"951280","","","","","","","9","9","9"
"951310","","","","","","","15","15","15"
"951340","","","","7","7","7","","",""
"951430","","","","","","","11","11","11"
"951480","","","","8","8","8","","",""
"951680","","","","15","15","15","","",""
"951700","","","","9","9","9","","",""
"951740","","","","","","","10","10","10"
"951790","","","","","","","5","5","5"
"951860","","","","","","","11","11","11"
"951900","","","","8","8","8","","",""
"951940","9","9","9","","","","","",""
"951960","12","12","12","","","","","",""
"951980","","","","","","","11","11","11"
"952020","","","","","","","9","9","9"
"952060","","","","9","9","9","","",""
"952070","","","","","","","11","11","11"
"952080","","","","","","","6","6","6"
"952160","","","","","","","10","10","10"
"952220","","","","7","7","7","","",""
"952370","","","","","","","9","9","9"
"952450","7","7","7","","","","","",""
"952540","7","7","7","","","","","",""
"952590","","","","7","7","7","","",""
"952620","","","","","","","8","8","8"
"952630","","","","","","","10","10","10"
"952710","","","","","","","8","8","8"
"952770","11","11","11","","","","","",""
"952820","9","9","9","","","","","",""
"952850","12","12","12","","","","","",""
"952860","10","10","10","","","","","",""
"952950","","","","12","12","12","","",""
"952980","","","","11","11","11","","",""
"953010","","","","7","7","7","","",""
"953050","","","","12","12","12","","",""
"953060","","","","","","","6","6","6"
"953190","","","","10","10","10","8","8","8"
"953280","","","","3","3","3","","",""
"953320","","","","","","","8","8","8"
"953380","","","","8","8","8","","",""
"953420","","","","","","","6","6","6"
"953470","11","11","11","","","","","",""
"953570","","","","","","","7","7","7"
"953580","","","","11","11","11","","",""
"953600","5","5","5","","","","","",""
"953680","","","","8","8","8","","",""
"953700","","","","13","13","13","","",""
"953820","10","10","10","","","","","",""
"953870","","","","9","9","9","","",""
"953910","","","","","","","8","8","8"
"953930","3","3","3","","","","","",""
"953940","5","5","5","","","","","",""
"953980","","","","11","11","11","","",""
"954020","8","8","8","","","","","",""
"954060","","","","11","11","11","10","10","10"
"954130","","","","","","","5","5","5"
"954140","","","","","","","8","8","8"
"954200","11","11","11","","","","","",""
"954220","9","9","9","","","","","",""
"954310","","","","10","10","10","","",""
"954320","","","","","","","14","14","14"
"954390","","","","","","","9","9","9"
"954400","","","","7","7","7","","",""
"954690","9","9","9","","","","","",""
"954700","12","12","12","7","7","7","","",""
"954750","8","8","8","","","","","",""
"954770","","","","","","","9","9","9"
"954800","","","","","","","12","12","12"
"954890","","","","6","6","6","","",""
"954920","","","","7","7","7","","",""
"954930","","","","","","","5","5","5"
"955000","","","","6","6","6","","",""
"955140","","","","","","","11","11","11"
"955210","9","9","9","","","","","",""
"955280","5","5","5","","","","","",""
"955290","","","","","","","6","6","6"
"955300","","","","10","10","10","","",""
"955550","11","11","11","","","","","",""
"955570","8","8","8","","","","","",""
"955620","","","","6","6","6","","",""
"955840","7","7","7","","","","","",""
"955880","","","","12","12","12","","",""
"956030","","","","","","","10","10","10"
"956080","6","6","6","","","","","",""
"956200","","","","","","","11","11","11"
"956240","","","","","","","9","9","9"
"956430","10","10","10","","","","","",""
"956460","","","","11","11","11","","",""
"956470","10","10","10","","","","","",""
"956480","9","9","9","","","","","",""
"956500","","","","11","11","11","11","11","11"
"956510","","","","11","11","11","","",""
"956540","","","","13","13","13","","",""
"956620","11","11","11","","","","","",""
"956640","4","4","4","","","","12","12","12"
"956680","14","14","14","","","","","",""
"956730","10","10","10","","","","","",""
"956750","","","","","","","9","9","9"
"956870","","","","8","8","8","","",""
"956920","8","8","8","","","","","",""
"956960","","","","8","8","8","","",""
"957010","9","9","9","","","","","",""
"957150","","","","","","","8","8","8"
"957270","7","7","7","","","","","",""
"957340","","","","11","11","11","","",""
"957360","10","10","10","","","","","",""
"957380","9","9","9","","","","","",""
"957420","","","","","","","11","11","11"
"957430","","","","","","","8","8","8"
"957470","","","","13","13","13","","",""
"957510","10","10","10","","","","","",""
"957550","","","","6","6","6","","",""
"957570","","","","14","14","14","","",""
"957660","7","7","7","","","","","",""
"957710","10","10","10","","","","","",""
"957750","","","","6","6","6","","",""
"957760","","","","","","","7","7","7"
"957780","","","","","","","7","7","7"
"957810","","","","","","","11","11","11"
"957820","7","7","7","","","","","",""
"957860","5","5","5","","","","","",""
"957880","10","10","10","11","11","11","","",""
"957890","","","","","","","5","5","5"
"957900","","","","9","9","9","","",""
"957940","","","","7","7","7","","",""
"958010","","","","","","","8","8","8"
"958080","","","","","","","13","13","13"
"958110","","","","","","","7","7","7"
"958130","7","7","7","","","","","",""
"958150","8","8","8","","","","","",""
"958170","","","","","","","12","12","12"
"958190","","","","","","","12","12","12"
"958240","8","8","8","","","","","",""
"958270","8","8","8","","","","7","7","7"
"958300","10","10","10","","","","","",""
"958310","11","11","11","","","","","",""
"958380","","","","","","","9","9","9"
"958410","","","","14","14","14","","",""
"958440","6","6","6","","","","","",""
"958470","","","","","","","9","9","9"
"958520","","","","","","","12","12","12"
"958590","11","11","11","","","","","",""
"958690","","","","","","","10","10","10"
"958790","","","","11","11","11","13","13","13"
"958820","","","","9","9","9","","",""
"958840","","","","","","","9","9","9"
"958880","","","","9","9","9","","",""
"958990","","","","8","8","8","","",""
"959080","8","8","8","","","","","",""
"959140","","","","7","7","7","","",""
"959360","8","8","8","","","","","",""
"959370","","","","12","12","12","","",""
"959380","","","","","","","12","12","12"
"959400","13","13","13","","","","","",""
"959530","","","","","","","7","7","7"
"959610","","","","9","9","9","","",""
"959660","9","9","9","","","","","",""
"959670","","","","8","8","8","","",""
"959880","","","","5","5","5","","",""
"959890","10","10","10","","","","","",""
"959970","7","7","7","","","","12","12","12"
"960040","","","","8","8","8","","",""
"960050","","","","","","","10","10","10"
"960090","","","","7","7","7","","",""
"960110","","","","","","","6","6","6"
"960280","","","","8","8","8","","",""
"960310","","","","9","9","9","","",""
"960330","","","","3","3","3","","",""
"960430","","","","11","11","11","","",""
"960520","","","","","","","11","11","11"
"960590","","","","","","","11","11","11"
"960620","","","","11","11","11","","",""
"960680","","","","","","","9","9","9"
"960780","","","","10","10","10","","",""
"960810","","","","10","10","10","","",""
"960860","","","","8","8","8","","",""
"960870","","","","","","","13","13","13"
"960890","","","","9","9","9","","",""
"960980","","","","8","8","8","","",""
"961080","","","","7","7","7","","",""
"961090","9","9","9","","","","","",""
"961110","","","","14","14","14","","",""
"961170","","","","10","10","10","","",""
"961240","","","","","","","8","8","8"
"961260","11","11","11","","","","","",""
"961290","","","","","","","14","14","14"
"961400","","","","9","9","9","","",""
"961440","","","","","","","8","8","8"
"961480","","","","","","","6","6","6"
"961490","11","11","11","","","","7","7","7"
"961550","","","","9","9","9","","",""
"961640","12","12","12","","","","","",""
"961850","","","","5","5","5","","",""
"961890","","","","8","8","8","","",""
"961910","12","12","12","","","","8","8","8"
"961930","","","","14","14","14","","",""
"961980","","","","11","11","11","","",""
"962060","","","","","","","10","10","10"
"962070","","","","","","","8","8","8"
"962150","9","9","9","","","","","",""
"962180","7","7","7","","","","","",""
"962230","7","7","7","","","","","",""
"962250","","","","7","7","7","","",""
"962360","7","7","7","","","","","",""
"962460","6","6","6","","","","","",""
"962480","","","","9","9","9","","",""
"962500","9","9","9","","","","","",""
"962520","","","","10","10","10","","",""
"962560","","","","","","","15","15","15"
"962570","","","","9","9","9","","",""
"962600","","","","","","","11","11","11"
"962670","9","9","9","","","","10","10","10"
"962970","8","8","8","","","","","",""
"963010","","","","","","","12","12","12"
"963050","5","5","5","","","","","",""
"963070","","","","","","","9","9","9"
"963080","","","","","","","10","10","10"
"963090","11","11","11","","","","","",""
"963120","","","","","","","6","6","6"
"963150","","","","","","","7","7","7"
"963170","","","","","","","11","11","11"
"963250","","","","10","10","10","","",""
"963320","","","","","","","7","7","7"
"963710","","","","16","16","16","","",""
"963770","","","","6","6","6","","",""
"963830","","","","","","","6","6","6"
"964060","","","","10","10","10","","",""
"964130","","","","8","8","8","","",""
"964200","11","11","11","","","","","",""
"964250","11","11","11","","","","","",""
"964360","","","","","","","8","8","8"
"964400","","","","","","","10","10","10"
"964460","","","","","","","9","9","9"
"964540","4","4","4","","","","","",""
"964700","","","","9","9","9","6","6","6"
"964710","9","9","9","","","","","",""
"964720","","","","9","9","9","","",""
"964750","","","","","","","7","7","7"
"964860","9","9","9","","","","","",""
"964870","","","","8","8","8","","",""
"964880","10","10","10","5","5","5","","",""
"964970","9","9","9","","","","","",""
"965010","8","8","8","","","","","",""
"965040","","","","10","10","10","5","5","5"
"965100","","","","8","8","8","","",""
"965110","12","12","12","","","","","",""
"965130","8","8","8","","","","","",""
"965240","","","","","","","10","10","10"
"965250","","","","4","4","4","","",""
"965420","","","","","","","8","8","8"
"965480","8","8","8","","","","","",""
"965570","7","7","7","","","","","",""
"965700","","","","","","","9","9","9"
"965770","","","","","","","7","7","7"
"965810","","","","8","8","8","","",""
"965830","10","10","10","","","","","",""
"965840","","","","7","7","7","","",""
"965930","11","11","11","","","","","",""
"965940","","","","7","7","7","","",""
"965950","","","","","","","10","10","10"
"966180","","","","","","","9","9","9"
"966190","8","8","8","","","","","",""
"966200","","","","","","","11","11","11"
"966310","","","","10","10","10","","",""
"966340","","","","","","","7","7","7"
"966390","","","","","","","6","6","6"
"966410","5","5","5","","","","","",""
"966420","","","","","","","10","10","10"
"966480","14","14","14","","","","","",""
"966490","8","8","8","","","","","",""
"966510","11","11","11","","","","","",""
"966530","","","","12","12","12","","",""
"966540","6","6","6","","","","","",""
"966570","","","","","","","9","9","9"
"966600","13","13","13","","","","","",""
"966610","","","","12","12","12","","",""
"966620","9","9","9","","","","","",""
"966680","6","6","6","","","","","",""
"966720","10","10","10","","","","","",""
"966790","","","","","","","6","6","6"
"966890","","","","6","6","6","","",""
"966920","11","11","11","","","","","",""
"967000","","","","8","8","8","","",""
"967040","7","7","7","","","","","",""
"967070","","","","8","8","8","","",""
