"Step","ofb-final-steps2M-Seed1 - slice0:incoming-traffic","ofb-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","ofb-final-steps2M-Seed1 - slice0:incoming-traffic__MAX","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic__MAX","static-final-steps2M-Seed1 - slice0:incoming-traffic","static-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","static-final-steps2M-Seed1 - slice0:incoming-traffic__MAX"
"571090","","","","4","4","4","","",""
"571150","10","10","10","","","","","",""
"571160","","","","11","11","11","","",""
"571410","","","","","","","10","10","10"
"571420","","","","9","9","9","","",""
"571490","9","9","9","","","","","",""
"571520","","","","9","9","9","","",""
"571550","9","9","9","","","","","",""
"571560","","","","9","9","9","","",""
"571580","11","11","11","","","","","",""
"571610","","","","","","","9","9","9"
"571700","","","","11","11","11","","",""
"571890","10","10","10","7","7","7","","",""
"571940","9","9","9","","","","","",""
"571960","9","9","9","","","","","",""
"572000","","","","","","","10","10","10"
"572060","10","10","10","","","","","",""
"572340","13","13","13","","","","","",""
"572390","","","","3","3","3","","",""
"572410","","","","7","7","7","11","11","11"
"572490","","","","10","10","10","","",""
"572500","9","9","9","","","","","",""
"572620","5","5","5","","","","","",""
"572760","","","","7","7","7","","",""
"572770","","","","","","","6","6","6"
"572800","","","","","","","8","8","8"
"572810","7","7","7","9","9","9","","",""
"572900","","","","","","","7","7","7"
"572950","6","6","6","","","","","",""
"573010","","","","","","","11","11","11"
"573020","","","","8","8","8","","",""
"573060","","","","","","","5","5","5"
"573260","","","","","","","10","10","10"
"573280","","","","","","","9","9","9"
"573290","","","","11","11","11","","",""
"573340","","","","","","","12","12","12"
"573420","","","","","","","8","8","8"
"573480","","","","10","10","10","","",""
"573510","","","","","","","14","14","14"
"573640","","","","12","12","12","","",""
"573690","","","","","","","9","9","9"
"573830","","","","","","","11","11","11"
"573990","10","10","10","","","","","",""
"574020","","","","","","","7","7","7"
"574040","","","","","","","9","9","9"
"574050","","","","9","9","9","","",""
"574090","","","","","","","7","7","7"
"574100","8","8","8","","","","","",""
"574140","11","11","11","","","","","",""
"574170","","","","10","10","10","","",""
"574290","","","","","","","11","11","11"
"574310","7","7","7","","","","","",""
"574370","","","","3","3","3","","",""
"574400","11","11","11","","","","","",""
"574440","7","7","7","","","","","",""
"574450","10","10","10","","","","","",""
"574480","","","","8","8","8","","",""
"574490","8","8","8","6","6","6","","",""
"574510","","","","","","","8","8","8"
"574520","7","7","7","","","","","",""
"574730","","","","","","","11","11","11"
"574800","","","","","","","11","11","11"
"574840","","","","11","11","11","","",""
"574890","","","","10","10","10","","",""
"574920","","","","8","8","8","7","7","7"
"574930","","","","","","","10","10","10"
"574990","","","","10","10","10","","",""
"575040","8","8","8","","","","","",""
"575080","12","12","12","","","","","",""
"575110","","","","","","","8","8","8"
"575200","7","7","7","","","","","",""
"575410","","","","8","8","8","","",""
"575590","11","11","11","","","","","",""
"575670","7","7","7","3","3","3","","",""
"575680","8","8","8","","","","","",""
"575740","","","","10","10","10","","",""
"575860","","","","11","11","11","","",""
"575920","","","","9","9","9","","",""
"576000","9","9","9","","","","","",""
"576020","5","5","5","","","","","",""
"576120","10","10","10","","","","8","8","8"
"576130","9","9","9","","","","","",""
"576160","","","","","","","8","8","8"
"576240","13","13","13","","","","","",""
"576270","","","","7","7","7","","",""
"576450","11","11","11","","","","","",""
"576570","5","5","5","","","","","",""
"576630","","","","11","11","11","","",""
"576700","7","7","7","","","","","",""
"576860","9","9","9","9","9","9","","",""
"576890","","","","","","","7","7","7"
"576960","10","10","10","","","","","",""
"576990","","","","","","","11","11","11"
"577080","","","","","","","9","9","9"
"577120","","","","10","10","10","","",""
"577150","","","","9","9","9","","",""
"577240","10","10","10","","","","","",""
"577260","13","13","13","","","","","",""
"577300","","","","11","11","11","","",""
"577340","","","","","","","11","11","11"
"577360","9","9","9","","","","","",""
"577480","9","9","9","","","","","",""
"577570","","","","","","","12","12","12"
"577630","","","","10","10","10","","",""
"577670","10","10","10","","","","","",""
"577710","","","","","","","6","6","6"
"577740","","","","13","13","13","14","14","14"
"577840","","","","5","5","5","9","9","9"
"577940","","","","","","","5","5","5"
"577950","13","13","13","","","","","",""
"577990","12","12","12","","","","","",""
"578000","","","","6","6","6","","",""
"578030","","","","9","9","9","","",""
"578110","","","","","","","13","13","13"
"578140","","","","","","","9","9","9"
"578180","","","","8","8","8","","",""
"578230","9","9","9","","","","","",""
"578280","","","","","","","11","11","11"
"578300","","","","10","10","10","","",""
"578340","","","","","","","12","12","12"
"578350","","","","","","","8","8","8"
"578370","","","","14","14","14","","",""
"578500","","","","9","9","9","","",""
"578510","7","7","7","","","","","",""
"578540","9","9","9","","","","","",""
"578590","","","","","","","9","9","9"
"578610","","","","10","10","10","","",""
"578640","","","","9","9","9","","",""
"578650","","","","9","9","9","","",""
"578670","10","10","10","","","","","",""
"578680","8","8","8","","","","","",""
"578700","7","7","7","","","","7","7","7"
"578750","5","5","5","","","","","",""
"578790","","","","9","9","9","","",""
"578840","8","8","8","","","","","",""
"578870","","","","9","9","9","","",""
"578880","","","","9","9","9","","",""
"578940","","","","8","8","8","","",""
"578970","","","","10","10","10","","",""
"579010","12","12","12","","","","","",""
"579030","","","","","","","7","7","7"
"579080","","","","","","","6","6","6"
"579110","","","","","","","7","7","7"
"579180","11","11","11","","","","","",""
"579200","9","9","9","6","6","6","","",""
"579210","12","12","12","","","","","",""
"579230","","","","9","9","9","","",""
"579250","8","8","8","","","","","",""
"579470","","","","8","8","8","","",""
"579480","","","","","","","7","7","7"
"579550","8","8","8","8","8","8","","",""
"579560","","","","9","9","9","","",""
"579570","11","11","11","","","","","",""
"579630","","","","","","","3","3","3"
"579660","","","","12","12","12","","",""
"579700","","","","9","9","9","","",""
"579780","","","","13","13","13","","",""
"579870","","","","10","10","10","","",""
"579900","11","11","11","","","","","",""
"580100","12","12","12","","","","6","6","6"
"580140","","","","","","","16","16","16"
"580260","","","","9","9","9","","",""
"580270","5","5","5","","","","","",""
"580280","8","8","8","","","","","",""
"580330","7","7","7","","","","","",""
"580460","","","","8","8","8","","",""
"580490","","","","","","","6","6","6"
"580620","","","","12","12","12","","",""
"580650","","","","","","","9","9","9"
"580690","","","","10","10","10","","",""
"580790","","","","11","11","11","14","14","14"
"580820","","","","","","","13","13","13"
"580880","","","","5","5","5","","",""
"580890","","","","","","","10","10","10"
"580970","","","","8","8","8","","",""
"581030","","","","","","","7","7","7"
"581050","","","","7","7","7","","",""
"581060","","","","","","","6","6","6"
"581070","8","8","8","","","","","",""
"581090","8","8","8","","","","","",""
"581110","","","","8","8","8","","",""
"581150","","","","14","14","14","","",""
"581240","6","6","6","","","","","",""
"581310","9","9","9","","","","","",""
"581320","7","7","7","","","","","",""
"581400","12","12","12","","","","","",""
"581410","","","","","","","11","11","11"
"581510","","","","10","10","10","","",""
"581590","","","","","","","9","9","9"
"581600","","","","11","11","11","","",""
"581720","12","12","12","","","","9","9","9"
"581750","7","7","7","","","","","",""
"581790","9","9","9","","","","","",""
"581810","","","","13","13","13","","",""
"581840","8","8","8","","","","","",""
"581870","","","","","","","5","5","5"
"581910","9","9","9","","","","","",""
"581960","","","","11","11","11","","",""
"582000","10","10","10","","","","","",""
"582040","","","","","","","7","7","7"
"582080","","","","","","","7","7","7"
"582200","","","","10","10","10","","",""
"582210","","","","5","5","5","","",""
"582240","7","7","7","","","","","",""
"582360","","","","7","7","7","10","10","10"
"582400","12","12","12","","","","","",""
"582480","11","11","11","","","","","",""
"582520","","","","","","","9","9","9"
"582540","9","9","9","12","12","12","","",""
"582550","","","","","","","8","8","8"
"582620","","","","","","","9","9","9"
"582630","","","","","","","12","12","12"
"582640","","","","7","7","7","","",""
"582740","","","","8","8","8","","",""
"582750","","","","","","","11","11","11"
"582790","","","","","","","6","6","6"
"582840","","","","","","","8","8","8"
"582890","9","9","9","","","","","",""
"582930","","","","","","","13","13","13"
"582990","14","14","14","","","","","",""
"583040","8","8","8","","","","","",""
"583050","11","11","11","","","","","",""
"583150","","","","","","","10","10","10"
"583180","","","","7","7","7","","",""
"583210","","","","12","12","12","","",""
"583290","8","8","8","","","","","",""
"583310","8","8","8","","","","","",""
"583420","","","","","","","10","10","10"
"583430","","","","","","","5","5","5"
"583440","","","","","","","11","11","11"
"583460","","","","9","9","9","","",""
"583470","11","11","11","","","","","",""
"583530","","","","10","10","10","","",""
"583580","","","","4","4","4","","",""
"583710","","","","8","8","8","","",""
"583830","","","","9","9","9","","",""
"584020","","","","7","7","7","","",""
"584030","","","","8","8","8","","",""
"584080","7","7","7","","","","","",""
"584110","11","11","11","13","13","13","","",""
"584140","5","5","5","8","8","8","","",""
"584150","","","","9","9","9","","",""
"584180","9","9","9","","","","","",""
"584210","7","7","7","","","","","",""
"584230","","","","6","6","6","","",""
"584240","8","8","8","","","","","",""
"584250","","","","10","10","10","12","12","12"
"584300","","","","","","","7","7","7"
"584360","","","","11","11","11","","",""
"584400","","","","15","15","15","","",""
"584410","8","8","8","","","","","",""
"584540","9","9","9","","","","","",""
"584690","6","6","6","","","","","",""
"584730","7","7","7","","","","","",""
"584770","","","","","","","15","15","15"
"584860","12","12","12","","","","","",""
"584890","","","","","","","5","5","5"
"584900","9","9","9","","","","","",""
"585040","","","","","","","6","6","6"
"585050","","","","5","5","5","","",""
"585060","","","","11","11","11","","",""
"585090","","","","","","","11","11","11"
"585130","8","8","8","11","11","11","","",""
"585150","7","7","7","","","","","",""
"585200","11","11","11","","","","","",""
"585270","","","","6","6","6","","",""
"585320","8","8","8","7","7","7","","",""
"585340","","","","10","10","10","","",""
"585350","","","","","","","12","12","12"
"585360","","","","","","","10","10","10"
"585390","10","10","10","","","","","",""
"585530","","","","8","8","8","","",""
"585560","","","","14","14","14","","",""
"585610","","","","","","","10","10","10"
"585630","","","","6","6","6","","",""
"585650","8","8","8","","","","","",""
"585780","","","","12","12","12","","",""
"585900","7","7","7","","","","","",""
"585930","7","7","7","","","","","",""
"586020","","","","6","6","6","","",""
"586180","","","","9","9","9","","",""
"586240","12","12","12","","","","","",""
"586280","","","","5","5","5","","",""
"586350","","","","9","9","9","","",""
"586410","","","","","","","11","11","11"
"586510","","","","7","7","7","","",""
"586560","6","6","6","","","","","",""
"586610","10","10","10","","","","8","8","8"
"586660","","","","12","12","12","","",""
"586680","","","","","","","11","11","11"
"586740","","","","","","","10","10","10"
"586800","","","","12","12","12","","",""
"586850","","","","","","","6","6","6"
"586930","9","9","9","","","","","",""
"586950","","","","12","12","12","","",""
"586970","10","10","10","","","","","",""
"587010","","","","","","","8","8","8"
"587040","","","","","","","8","8","8"
"587090","","","","","","","7","7","7"
"587200","","","","13","13","13","","",""
"587220","","","","9","9","9","","",""
"587240","","","","12","12","12","","",""
"587370","","","","","","","10","10","10"
"587390","","","","","","","7","7","7"
"587460","","","","5","5","5","","",""
"587540","","","","12","12","12","","",""
"587550","15","15","15","","","","","",""
"587600","12","12","12","","","","","",""
"587650","","","","","","","8","8","8"
"587660","6","6","6","","","","9","9","9"
"587700","","","","","","","7","7","7"
"587760","7","7","7","","","","","",""
"587770","","","","","","","11","11","11"
