"Step","00-dynamic","00-dynamic - latency-1__MIN","00-dynamic - latency-1__MAX","00-every-100","00-every-100 - latency-1__MIN","00-every-100 - latency-1__MAX","00-every-10","00-every-10 - latency-1__MIN","00-every-10 - latency-1__MAX","00-static-1","00-static-1 - latency-1__MIN","00-static-1 - latency-1__MAX","00-ofb","00-ofb - latency-1__MIN","00-ofb - latency-1__MAX"
"112054","0","0","0","0","0","0","","","","","","","","",""
"112056","","","","","","","","","","0.25","0.25","0.25","","",""
"112057","","","","","","","","","","0","0","0","","",""
"112060","","","","0","0","0","","","","","","","","",""
"112062","","","","0","0","0","","","","","","","","",""
"112067","","","","","","","","","","0.25","0.25","0.25","","",""
"112068","","","","","","","","","","","","","0","0","0"
"112070","","","","0","0","0","","","","","","","","",""
"112076","","","","","","","","","","0","0","0","","",""
"112079","","","","0","0","0","","","","","","","","",""
"112081","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"112087","","","","","","","0","0","0","0.25","0.25","0.25","","",""
"112094","","","","","","","0","0","0","","","","","",""
"112096","","","","","","","0","0","0","","","","","",""
"112104","","","","","","","","","","","","","0","0","0"
"112105","0","0","0","","","","","","","","","","","",""
"112107","","","","0","0","0","0","0","0","","","","","",""
"112109","0","0","0","","","","0","0","0","","","","","",""
"112111","","","","","","","","","","","","","0","0","0"
"112114","","","","0","0","0","","","","","","","","",""
"112115","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"112116","0","0","0","","","","","","","","","","","",""
"112128","","","","","","","0","0","0","","","","","",""
"112130","","","","0","0","0","","","","","","","","",""
"112131","0","0","0","","","","","","","","","","","",""
"112136","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"112143","","","","","","","","","","","","","0","0","0"
"112150","","","","0","0","0","","","","","","","","",""
"112151","0","0","0","","","","","","","","","","","",""
"112154","","","","","","","","","","","","","0","0","0"
"112155","","","","","","","0","0","0","","","","","",""
"112158","0","0","0","","","","","","","","","","0","0","0"
"112161","0","0","0","","","","","","","","","","","",""
"112162","","","","0","0","0","","","","","","","","",""
"112167","","","","","","","0.5","0.5","0.5","","","","","",""
"112177","","","","0","0","0","","","","","","","","",""
"112180","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"112181","","","","0","0","0","","","","","","","","",""
"112182","","","","","","","","","","","","","0","0","0"
"112185","","","","","","","","","","","","","3","3","3"
"112189","","","","","","","","","","0","0","0","","",""
"112192","0","0","0","","","","","","","","","","","",""
"112199","","","","0","0","0","","","","","","","","",""
"112202","","","","","","","","","","0.5","0.5","0.5","","",""
"112208","","","","0","0","0","","","","","","","","",""
"112213","","","","0","0","0","","","","","","","","",""
"112216","","","","","","","0","0","0","","","","","",""
"112223","","","","","","","","","","0","0","0","","",""
"112226","","","","","","","","","","","","","0","0","0"
"112227","","","","0","0","0","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"112238","","","","","","","","","","","","","0","0","0"
"112242","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"112252","","","","","","","","","","","","","0","0","0"
"112256","","","","","","","","","","","","","0","0","0"
"112258","","","","","","","","","","0","0","0","","",""
"112260","","","","","","","","","","","","","0","0","0"
"112273","","","","","","","0.25","0.25","0.25","","","","","",""
"112274","","","","","","","","","","","","","0","0","0"
"112275","0","0","0","","","","","","","","","","","",""
"112280","0","0","0","","","","","","","","","","","",""
"112283","","","","0","0","0","","","","","","","","",""
"112289","0","0","0","","","","","","","","","","","",""
"112291","","","","0","0","0","","","","","","","","",""
"112302","","","","1","1","1","","","","","","","","",""
"112303","","","","0.75","0.75","0.75","","","","","","","","",""
"112310","","","","","","","","","","","","","0","0","0"
"112312","","","","1","1","1","","","","0","0","0","","",""
"112313","","","","","","","","","","0","0","0","","",""
"112314","","","","","","","","","","0","0","0","","",""
"112319","","","","","","","","","","","","","0","0","0"
"112323","0","0","0","","","","","","","","","","","",""
"112324","0","0","0","","","","","","","","","","","",""
"112325","","","","","","","0","0","0","","","","","",""
"112328","","","","0","0","0","","","","","","","","",""
"112330","","","","","","","","","","0","0","0","","",""
"112335","","","","","","","0","0","0","","","","","",""
"112345","","","","0","0","0","","","","","","","","",""
"112352","0","0","0","","","","","","","","","","","",""
"112355","0","0","0","","","","0","0","0","","","","","",""
"112356","","","","","","","","","","0","0","0","","",""
"112359","","","","0","0","0","","","","","","","","",""
"112363","","","","0","0","0","","","","","","","","",""
"112364","","","","0","0","0","","","","","","","","",""
"112365","","","","","","","","","","0","0","0","","",""
"112371","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"112374","","","","0","0","0","","","","0","0","0","","",""
"112376","","","","0","0","0","","","","","","","","",""
"112378","0","0","0","","","","","","","","","","","",""
"112379","","","","0","0","0","","","","","","","","",""
"112382","0","0","0","","","","","","","","","","","",""
"112394","","","","","","","0","0","0","","","","","",""
"112398","","","","","","","","","","","","","0","0","0"
"112399","0","0","0","","","","","","","","","","","",""
"112401","","","","","","","","","","","","","0.5","0.5","0.5"
"112404","","","","","","","","","","0","0","0","","",""
"112409","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","","","","",""
"112420","","","","0","0","0","","","","","","","","",""
"112423","","","","","","","","","","","","","0","0","0"
"112429","","","","","","","","","","","","","0","0","0"
"112432","","","","0","0","0","","","","","","","","",""
"112445","0","0","0","","","","","","","","","","","",""
"112450","","","","","","","","","","","","","0","0","0"
"112457","","","","","","","","","","","","","0","0","0"
"112462","","","","0","0","0","","","","","","","","",""
"112464","","","","","","","","","","","","","0","0","0"
"112466","","","","0","0","0","","","","","","","","",""
"112470","","","","","","","1","1","1","","","","","",""
"112484","","","","0","0","0","","","","","","","","",""
"112488","0","0","0","","","","0.25","0.25","0.25","","","","","",""
"112504","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"112506","","","","","","","0","0","0","","","","","",""
"112507","","","","0","0","0","","","","","","","","",""
"112518","","","","","","","","","","0","0","0","","",""
"112520","0","0","0","","","","","","","","","","","",""
"112521","","","","0","0","0","","","","","","","","",""
"112523","","","","","","","0.75","0.75","0.75","","","","","",""
"112531","","","","0","0","0","","","","","","","","",""
"112539","","","","","","","","","","","","","0","0","0"
"112541","","","","0","0","0","","","","","","","","",""
"112545","","","","0","0","0","","","","","","","","",""
"112546","","","","","","","0","0","0","","","","","",""
"112550","","","","","","","","","","0","0","0","","",""
"112554","","","","0","0","0","","","","","","","","",""
"112558","0","0","0","","","","","","","","","","","",""
"112561","","","","","","","","","","0","0","0","","",""
"112571","","","","0","0","0","","","","","","","","",""
"112580","","","","","","","","","","","","","0","0","0"
"112583","0","0","0","","","","","","","","","","","",""
"112585","","","","","","","","","","0","0","0","","",""
"112588","","","","","","","","","","0.5","0.5","0.5","","",""
"112593","0","0","0","","","","","","","","","","","",""
"112594","","","","0","0","0","","","","","","","","",""
"112597","","","","0","0","0","","","","0","0","0","","",""
"112598","","","","0","0","0","","","","","","","","",""
"112600","","","","","","","","","","","","","0","0","0"
"112606","0","0","0","","","","","","","","","","","",""
"112607","","","","","","","","","","","","","0","0","0"
"112611","","","","","","","","","","","","","0","0","0"
"112615","0","0","0","","","","","","","","","","","",""
"112616","0","0","0","","","","0.5","0.5","0.5","","","","","",""
"112617","","","","","","","","","","","","","0.25","0.25","0.25"
"112621","","","","0","0","0","0.5","0.5","0.5","","","","","",""
"112622","","","","","","","","","","0","0","0","","",""
"112625","","","","","","","","","","","","","0","0","0"
"112630","","","","","","","1","1","1","","","","","",""
"112631","","","","0","0","0","","","","","","","2.75","2.75","2.75"
"112632","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"112639","","","","","","","0","0","0","","","","0.25","0.25","0.25"
"112644","","","","0","0","0","","","","","","","","",""
"112646","","","","0","0","0","","","","","","","","",""
"112647","","","","0","0","0","","","","","","","","",""
"112649","","","","","","","","","","","","","0","0","0"
"112650","","","","0","0","0","","","","","","","0","0","0"
"112653","","","","0","0","0","","","","","","","","",""
"112654","","","","0","0","0","","","","","","","","",""
"112661","","","","0.5","0.5","0.5","","","","","","","","",""
"112663","","","","0","0","0","","","","","","","","",""
"112665","","","","","","","","","","","","","0.5","0.5","0.5"
"112674","","","","0","0","0","","","","0","0","0","","",""
"112675","","","","","","","","","","","","","0","0","0"
"112681","","","","0","0","0","","","","","","","","",""
"112693","0","0","0","","","","","","","0","0","0","","",""
"112695","","","","","","","","","","0","0","0","","",""
"112698","","","","","","","0","0","0","","","","","",""
"112701","0","0","0","","","","","","","0","0","0","","",""
"112702","","","","","","","","","","0","0","0","0","0","0"
"112711","","","","","","","1","1","1","","","","","",""
"112713","","","","0","0","0","","","","","","","","",""
"112714","","","","","","","","","","","","","0","0","0"
"112718","","","","","","","","","","","","","0","0","0"
"112719","","","","","","","0","0","0","","","","","",""
"112720","","","","","","","","","","","","","0","0","0"
"112724","","","","0","0","0","0","0","0","","","","","",""
"112736","","","","","","","1","1","1","","","","","",""
"112737","0","0","0","","","","","","","","","","","",""
"112739","","","","0","0","0","","","","","","","","",""
"112741","","","","","","","","","","0","0","0","","",""
"112742","","","","","","","1.25","1.25","1.25","","","","","",""
"112748","0","0","0","","","","","","","","","","","",""
"112752","","","","0","0","0","","","","","","","","",""
"112753","0","0","0","","","","","","","","","","","",""
"112759","","","","0","0","0","","","","","","","","",""
"112764","","","","","","","","","","","","","1","1","1"
"112766","","","","","","","","","","0","0","0","","",""
"112768","","","","0.5","0.5","0.5","","","","","","","","",""
"112771","","","","","","","","","","","","","0.5","0.5","0.5"
"112776","","","","","","","","","","0","0","0","","",""
"112777","","","","","","","0","0","0","","","","","",""
"112781","0","0","0","","","","","","","","","","","",""
