"Step","00-dynamic","00-dynamic - drop-0__MIN","00-dynamic - drop-0__MAX","00-every-100","00-every-100 - drop-0__MIN","00-every-100 - drop-0__MAX","00-every-10","00-every-10 - drop-0__MIN","00-every-10 - drop-0__MAX","00-static-1","00-static-1 - drop-0__MIN","00-static-1 -drop-0__MAX","00-ofb","00-ofb - drop-0__MIN","00-ofb - drop-0__MAX"
"99147","","","","","","","0","0","0","","","","","",""
"99151","0","0","0","","","","","","","","","","","",""
"99152","","","","","","","0","0","0","0","0","0","","",""
"99156","","","","","","","","","","0","0","0","","",""
"99157","","","","0","0","0","","","","","","","","",""
"99158","","","","","","","","","","0","0","0","","",""
"99166","","","","0","0","0","","","","","","","","",""
"99172","","","","","","","0","0","0","","","","","",""
"99173","","","","0","0","0","","","","","","","","",""
"99175","","","","","","","2","2","2","","","","","",""
"99176","","","","0","0","0","","","","","","","0","0","0"
"99177","","","","1","1","1","","","","","","","","",""
"99180","","","","0","0","0","","","","","","","","",""
"99182","","","","","","","","","","","","","0","0","0"
"99185","","","","","","","","","","0","0","0","","",""
"99187","","","","","","","0","0","0","","","","","",""
"99189","","","","1","1","1","","","","","","","","",""
"99194","0","0","0","","","","","","","","","","","",""
"99197","","","","","","","","","","4","4","4","","",""
"99198","0","0","0","","","","","","","","","","","",""
"99199","0","0","0","0","0","0","","","","","","","","",""
"99200","","","","","","","","","","6","6","6","","",""
"99203","0","0","0","","","","","","","","","","","",""
"99204","","","","","","","","","","2","2","2","","",""
"99209","","","","","","","2","2","2","4","4","4","","",""
"99218","","","","","","","","","","","","","0","0","0"
"99225","","","","","","","","","","","","","0","0","0"
"99226","","","","","","","","","","0","0","0","","",""
"99228","","","","0","0","0","","","","","","","","",""
"99233","","","","3","3","3","","","","","","","","",""
"99235","","","","","","","0","0","0","","","","","",""
"99239","","","","","","","6","6","6","","","","","",""
"99243","","","","","","","7","7","7","","","","","",""
"99245","","","","0","0","0","","","","","","","","",""
"99246","","","","","","","","","","","","","0","0","0"
"99248","","","","","","","2","2","2","","","","","",""
"99254","","","","","","","","","","5","5","5","","",""
"99259","","","","","","","0","0","0","","","","","",""
"99262","","","","","","","","","","0","0","0","","",""
"99268","","","","0","0","0","","","","","","","","",""
"99269","4","4","4","","","","","","","","","","","",""
"99277","","","","0","0","0","","","","","","","","",""
"99278","","","","","","","0","0","0","","","","","",""
"99279","","","","1","1","1","","","","","","","","",""
"99282","","","","","","","","","","0","0","0","","",""
"99286","","","","","","","0","0","0","","","","","",""
"99287","","","","","","","","","","0","0","0","","",""
"99288","","","","","","","","","","","","","0","0","0"
"99290","","","","","","","","","","1","1","1","","",""
"99292","0","0","0","","","","","","","","","","","",""
"99295","","","","","","","","","","1","1","1","","",""
"99296","0","0","0","","","","0","0","0","","","","","",""
"99297","","","","","","","","","","0","0","0","","",""
"99298","","","","","","","0","0","0","","","","","",""
"99299","","","","","","","","","","","","","0","0","0"
"99302","","","","","","","","","","","","","0","0","0"
"99305","","","","4","4","4","","","","","","","","",""
"99307","","","","","","","","","","0","0","0","","",""
"99308","","","","3","3","3","","","","","","","","",""
"99310","","","","","","","10","10","10","","","","","",""
"99311","","","","","","","","","","0","0","0","","",""
"99313","","","","2","2","2","","","","","","","","",""
"99317","","","","1","1","1","","","","","","","","",""
"99323","","","","","","","","","","","","","0","0","0"
"99327","","","","","","","","","","1","1","1","","",""
"99328","","","","","","","","","","","","","0","0","0"
"99330","","","","","","","7","7","7","","","","","",""
"99331","","","","","","","","","","","","","0","0","0"
"99335","2","2","2","","","","","","","","","","","",""
"99336","","","","4","4","4","","","","","","","","",""
"99342","0","0","0","","","","","","","","","","","",""
"99343","1","1","1","","","","","","","","","","","",""
"99345","0","0","0","","","","","","","0","0","0","","",""
"99347","","","","","","","","","","","","","0","0","0"
"99349","","","","","","","","","","0","0","0","","",""
"99363","","","","","","","","","","","","","0","0","0"
"99373","1","1","1","","","","","","","","","","","",""
"99379","","","","","","","0","0","0","","","","","",""
"99391","","","","5","5","5","","","","","","","","",""
"99394","","","","","","","","","","3","3","3","","",""
"99396","0","0","0","","","","","","","","","","","",""
"99407","","","","5","5","5","","","","","","","","",""
"99410","","","","0","0","0","","","","2","2","2","","",""
"99416","0","0","0","","","","0","0","0","","","","","",""
"99423","","","","","","","1","1","1","","","","","",""
"99424","","","","","","","","","","","","","0","0","0"
"99426","0","0","0","","","","","","","","","","","",""
"99432","","","","0","0","0","1","1","1","","","","","",""
"99435","","","","","","","","","","","","","0","0","0"
"99441","","","","","","","","","","","","","0","0","0"
"99443","","","","0","0","0","","","","6","6","6","","",""
"99447","","","","","","","0","0","0","","","","","",""
"99454","0","0","0","","","","","","","","","","","",""
"99456","","","","","","","","","","","","","0","0","0"
"99461","","","","0","0","0","","","","","","","0","0","0"
"99464","","","","","","","","","","4","4","4","","",""
"99467","","","","","","","","","","","","","0","0","0"
"99471","","","","2","2","2","","","","","","","","",""
"99473","","","","3","3","3","","","","0","0","0","","",""
"99477","","","","0","0","0","","","","","","","","",""
"99478","0","0","0","","","","","","","","","","","",""
"99480","","","","","","","","","","0","0","0","0","0","0"
"99481","0","0","0","","","","","","","","","","","",""
"99484","","","","0","0","0","","","","","","","","",""
"99488","","","","0","0","0","","","","","","","","",""
"99492","","","","4","4","4","","","","","","","","",""
"99497","","","","5","5","5","","","","","","","","",""
"99500","","","","","","","13","13","13","","","","","",""
"99502","0","0","0","","","","","","","","","","","",""
"99516","","","","","","","","","","2","2","2","","",""
"99518","","","","","","","","","","1","1","1","","",""
"99520","","","","3","3","3","","","","","","","","",""
"99523","","","","0","0","0","","","","","","","","",""
"99524","","","","","","","5","5","5","","","","","",""
"99532","","","","","","","","","","","","","0","0","0"
"99534","","","","2","2","2","","","","","","","0","0","0"
"99535","","","","3","3","3","","","","","","","","",""
"99536","0","0","0","","","","","","","","","","","",""
"99539","","","","","","","","","","","","","0","0","0"
"99541","0","0","0","1","1","1","","","","","","","0","0","0"
"99544","","","","0","0","0","","","","","","","","",""
"99545","","","","","","","","","","","","","0","0","0"
"99548","0","0","0","","","","0","0","0","","","","","",""
"99549","","","","","","","","","","0","0","0","","",""
"99551","","","","1","1","1","","","","","","","","",""
"99561","","","","","","","1","1","1","","","","","",""
"99562","0","0","0","0","0","0","","","","","","","","",""
"99564","","","","","","","1","1","1","","","","0","0","0"
"99566","","","","","","","0","0","0","","","","","",""
"99567","","","","0","0","0","","","","","","","","",""
"99570","","","","","","","","","","0","0","0","","",""
"99571","","","","4","4","4","","","","","","","","",""
"99572","","","","4","4","4","","","","","","","","",""
"99573","","","","0","0","0","","","","","","","0","0","0"
"99580","","","","","","","","","","","","","0","0","0"
"99582","","","","0","0","0","2","2","2","","","","","",""
"99584","","","","0","0","0","","","","","","","0","0","0"
"99588","","","","","","","","","","0","0","0","","",""
"99594","0","0","0","","","","","","","0","0","0","","",""
"99596","","","","","","","0","0","0","","","","","",""
"99600","","","","","","","","","","","","","0","0","0"
"99608","","","","","","","0","0","0","","","","","",""
"99613","","","","","","","0","0","0","","","","","",""
"99617","0","0","0","","","","","","","","","","","",""
"99620","0","0","0","","","","","","","","","","0","0","0"
"99626","0","0","0","2","2","2","","","","","","","","",""
"99633","0","0","0","","","","","","","","","","","",""
"99634","","","","0","0","0","","","","","","","","",""
"99639","","","","","","","","","","","","","0","0","0"
"99640","","","","","","","12","12","12","0","0","0","","",""
"99656","3","3","3","","","","","","","","","","","",""
"99663","0","0","0","","","","","","","","","","","",""
"99670","","","","","","","","","","","","","0","0","0"
"99673","","","","","","","","","","","","","0","0","0"
"99674","","","","","","","","","","","","","0","0","0"
"99676","","","","","","","3","3","3","1","1","1","","",""
"99679","","","","","","","","","","","","","0","0","0"
"99680","","","","","","","","","","","","","0","0","0"
"99684","","","","0","0","0","","","","","","","","",""
"99685","","","","","","","","","","","","","0","0","0"
"99686","","","","","","","","","","3","3","3","","",""
"99698","","","","","","","","","","","","","0","0","0"
"99703","","","","","","","","","","2","2","2","","",""
"99705","","","","","","","3","3","3","","","","","",""
"99706","0","0","0","","","","","","","","","","0","0","0"
"99707","0","0","0","","","","","","","","","","0","0","0"
"99708","0","0","0","","","","","","","","","","","",""
"99710","0","0","0","","","","","","","","","","","",""
"99711","","","","","","","","","","","","","0","0","0"
"99715","0","0","0","","","","","","","","","","","",""
"99718","","","","","","","","","","0","0","0","","",""
"99721","","","","","","","","","","","","","0","0","0"
"99722","","","","","","","","","","","","","0","0","0"
"99724","","","","","","","1","1","1","","","","","",""
"99732","0","0","0","","","","","","","","","","0","0","0"
"99738","","","","","","","","","","1","1","1","","",""
"99739","0","0","0","","","","","","","","","","","",""
"99743","","","","","","","","","","","","","0","0","0"
"99745","0","0","0","","","","","","","","","","","",""
"99747","","","","","","","","","","2","2","2","","",""
"99761","","","","","","","","","","0","0","0","","",""
"99768","","","","2","2","2","","","","","","","","",""
"99773","","","","","","","","","","6","6","6","","",""
"99775","0","0","0","","","","0","0","0","","","","","",""
"99781","5","5","5","","","","","","","","","","","",""
"99782","0","0","0","","","","","","","","","","","",""
"99785","","","","","","","0","0","0","","","","","",""
"99788","","","","","","","","","","0","0","0","","",""
"99790","","","","","","","12","12","12","","","","","",""
"99792","0","0","0","","","","","","","","","","","",""
"99794","","","","","","","","","","","","","0","0","0"
"99807","2","2","2","","","","","","","","","","","",""
"99809","","","","","","","","","","0","0","0","","",""
"99811","","","","","","","","","","5","5","5","","",""
"99812","0","0","0","","","","","","","","","","","",""
"99819","","","","","","","","","","2","2","2","","",""
"99820","","","","","","","","","","0","0","0","","",""
"99821","","","","","","","","","","","","","0","0","0"
"99827","","","","0","0","0","","","","","","","","",""
"99837","","","","","","","","","","0","0","0","","",""
"99841","","","","2","2","2","","","","","","","","",""
"99843","0","0","0","","","","","","","","","","","",""
"99844","","","","","","","","","","0","0","0","","",""
"99845","0","0","0","0","0","0","","","","","","","0","0","0"
"99846","","","","","","","0","0","0","","","","0","0","0"
"99850","0","0","0","0","0","0","","","","","","","","",""
"99852","","","","","","","","","","","","","0","0","0"
"99856","","","","","","","0","0","0","","","","0","0","0"
