"Step","102-static-1","102-static-1 - drop-0__MIN","102-static-1 - drop-0__MAX","102-ofb","102-ofbt - drop-0__MIN","102-ofbt - drop-0__MAX","102-dynamic","102-dynamic - drop-0__MIN","102-dynamic - drop-0__MAX","102-every-10","102-every-10 - drop-0__MIN","102-every-10 - drop-0__MAX","102-every-100","102-every-100 - drop-0__MIN","102-every-100 - drop-0__MAX"
"20943","","","","","","","0","0","0","","","","","",""
"20948","","","","0","0","0","","","","","","","","",""
"20949","","","","","","","0","0","0","","","","","",""
"20950","","","","","","","","","","0","0","0","","",""
"20951","","","","","","","0","0","0","","","","0","0","0"
"20954","","","","","","","","","","0","0","0","","",""
"20964","","","","","","","","","","0","0","0","","",""
"20974","0","0","0","","","","","","","0","0","0","","",""
"20975","","","","","","","","","","0","0","0","","",""
"20981","","","","0","0","0","","","","","","","","",""
"20988","","","","0","0","0","","","","","","","","",""
"20990","","","","0","0","0","","","","","","","","",""
"20992","","","","0","0","0","","","","","","","","",""
"20994","0","0","0","","","","","","","","","","","",""
"20996","","","","","","","","","","0","0","0","","",""
"20999","0","0","0","","","","","","","0","0","0","","",""
"21007","","","","","","","","","","0","0","0","","",""
"21008","","","","","","","","","","","","","0","0","0"
"21014","","","","","","","","","","0","0","0","","",""
"21016","0","0","0","","","","","","","","","","","",""
"21017","","","","","","","0","0","0","","","","","",""
"21018","","","","","","","0","0","0","","","","","",""
"21022","","","","","","","0","0","0","","","","","",""
"21030","0","0","0","","","","","","","","","","","",""
"21031","","","","","","","","","","","","","0","0","0"
"21033","","","","","","","","","","0","0","0","","",""
"21035","","","","0","0","0","","","","","","","","",""
"21039","","","","","","","0","0","0","","","","","",""
"21040","","","","0","0","0","","","","","","","","",""
"21041","","","","","","","0","0","0","","","","","",""
"21043","","","","0","0","0","","","","","","","","",""
"21046","0","0","0","","","","","","","","","","0","0","0"
"21053","0","0","0","","","","","","","","","","","",""
"21057","","","","","","","","","","","","","0","0","0"
"21058","","","","0","0","0","","","","","","","","",""
"21060","","","","","","","0","0","0","","","","","",""
"21063","","","","","","","0","0","0","","","","","",""
"21065","0","0","0","","","","","","","0","0","0","","",""
"21066","0","0","0","","","","","","","","","","","",""
"21067","","","","","","","","","","","","","0","0","0"
"21070","0","0","0","","","","","","","","","","","",""
"21074","0","0","0","","","","","","","","","","","",""
"21076","","","","0","0","0","","","","","","","","",""
"21077","","","","","","","","","","","","","0","0","0"
"21078","","","","","","","","","","0","0","0","","",""
"21079","","","","","","","0","0","0","","","","","",""
"21087","","","","0","0","0","","","","","","","","",""
"21090","","","","0","0","0","","","","","","","","",""
"21091","0","0","0","","","","","","","","","","0","0","0"
"21094","0","0","0","","","","","","","","","","","",""
"21097","0","0","0","","","","","","","0","0","0","","",""
"21101","","","","0","0","0","","","","","","","","",""
"21102","0","0","0","","","","","","","","","","","",""
"21107","0","0","0","","","","","","","","","","","",""
"21108","","","","","","","0","0","0","","","","","",""
"21110","","","","0","0","0","","","","","","","","",""
"21113","0","0","0","","","","","","","","","","","",""
"21114","","","","","","","","","","","","","0","0","0"
"21118","","","","","","","","","","0","0","0","","",""
"21119","0","0","0","","","","","","","","","","","",""
"21125","0","0","0","","","","","","","","","","","",""
"21129","","","","","","","","","","0","0","0","","",""
"21133","0","0","0","","","","","","","","","","","",""
"21134","","","","0","0","0","","","","","","","","",""
"21135","","","","","","","0","0","0","","","","","",""
"21138","0","0","0","","","","","","","0","0","0","","",""
"21149","","","","","","","","","","0","0","0","","",""
"21150","","","","0","0","0","","","","","","","","",""
"21155","","","","","","","","","","","","","0","0","0"
"21157","","","","","","","","","","0","0","0","","",""
"21158","","","","","","","0","0","0","","","","","",""
"21159","","","","","","","","","","0","0","0","0","0","0"
"21160","","","","","","","","","","0","0","0","","",""
"21163","","","","0","0","0","","","","","","","","",""
"21172","","","","","","","0","0","0","","","","","",""
"21173","","","","0","0","0","","","","","","","","",""
"21175","","","","","","","0","0","0","","","","","",""
"21180","","","","","","","","","","0","0","0","","",""
"21186","","","","","","","0","0","0","","","","","",""
"21189","","","","","","","","","","0","0","0","","",""
"21192","","","","0","0","0","","","","","","","","",""
"21196","0","0","0","","","","","","","","","","","",""
"21203","","","","","","","","","","0","0","0","","",""
"21207","","","","","","","","","","","","","0","0","0"
"21208","","","","0","0","0","","","","","","","0","0","0"
"21209","","","","0","0","0","","","","0","0","0","","",""
"21210","","","","","","","0","0","0","","","","","",""
"21213","0","0","0","0","0","0","","","","","","","","",""
"21215","","","","","","","","","","","","","0","0","0"
"21218","","","","","","","0","0","0","","","","","",""
"21219","","","","","","","0","0","0","","","","","",""
"21223","","","","0","0","0","","","","","","","","",""
"21230","0","0","0","","","","","","","","","","","",""
"21234","","","","","","","","","","0","0","0","","",""
"21242","","","","0","0","0","","","","","","","","",""
"21243","","","","0","0","0","","","","","","","","",""
"21247","","","","","","","","","","","","","0","0","0"
"21248","","","","","","","","","","0","0","0","","",""
"21250","","","","","","","","","","","","","0","0","0"
"21257","0","0","0","","","","","","","","","","","",""
"21258","","","","","","","","","","","","","0","0","0"
"21260","0","0","0","","","","","","","","","","","",""
"21264","","","","","","","0","0","0","","","","","",""
"21268","","","","0","0","0","","","","","","","","",""
"21271","0","0","0","","","","","","","","","","","",""
"21274","","","","0","0","0","","","","","","","","",""
"21284","","","","","","","","","","","","","0","0","0"
"21285","","","","","","","0","0","0","","","","0","0","0"
"21293","","","","0","0","0","","","","","","","0","0","0"
"21296","","","","0","0","0","","","","","","","","",""
"21320","","","","","","","","","","","","","0","0","0"
"21322","","","","0","0","0","","","","","","","","",""
"21324","","","","","","","","","","0","0","0","","",""
"21326","","","","0","0","0","","","","","","","","",""
"21331","","","","","","","","","","","","","0","0","0"
"21334","","","","0","0","0","","","","","","","","",""
"21337","0","0","0","","","","","","","","","","","",""
"21339","0","0","0","","","","","","","","","","0","0","0"
"21343","0","0","0","","","","","","","","","","","",""
"21346","","","","","","","","","","","","","0","0","0"
"21347","","","","","","","","","","0","0","0","","",""
"21350","","","","","","","","","","0","0","0","","",""
"21351","","","","","","","","","","0","0","0","","",""
"21353","","","","","","","","","","0","0","0","","",""
"21354","","","","","","","","","","0","0","0","","",""
"21355","","","","","","","","","","0","0","0","","",""
"21360","","","","","","","","","","0","0","0","0","0","0"
"21364","","","","","","","","","","0","0","0","0","0","0"
"21369","","","","","","","","","","","","","0","0","0"
"21370","","","","","","","","","","0","0","0","","",""
"21378","","","","0","0","0","","","","","","","","",""
"21379","0","0","0","","","","","","","","","","","",""
"21382","","","","","","","","","","0","0","0","","",""
"21383","","","","0","0","0","","","","","","","","",""
"21387","","","","0","0","0","0","0","0","","","","","",""
"21388","0","0","0","","","","","","","","","","","",""
"21393","0","0","0","","","","","","","","","","","",""
"21397","","","","","","","","","","","","","0","0","0"
"21398","","","","","","","","","","","","","0","0","0"
"21401","","","","0","0","0","","","","","","","","",""
"21404","","","","0","0","0","","","","","","","","",""
"21405","","","","","","","","","","0","0","0","","",""
"21409","0","0","0","","","","","","","","","","","",""
"21411","","","","","","","","","","0","0","0","","",""
"21412","","","","","","","","","","0","0","0","","",""
"21413","","","","","","","","","","","","","0","0","0"
"21415","","","","","","","0","0","0","","","","","",""
"21416","0","0","0","","","","0","0","0","","","","","",""
"21421","","","","","","","","","","","","","0","0","0"
"21422","","","","","","","0","0","0","","","","","",""
"21423","","","","","","","","","","0","0","0","","",""
"21425","0","0","0","","","","","","","","","","","",""
"21431","","","","","","","","","","","","","0","0","0"
"21432","","","","","","","","","","0","0","0","","",""
"21438","","","","","","","0","0","0","","","","","",""
"21441","","","","","","","","","","0","0","0","","",""
"21442","0","0","0","","","","","","","","","","","",""
"21447","","","","","","","0","0","0","","","","0","0","0"
"21449","","","","","","","","","","0","0","0","","",""
"21455","0","0","0","","","","","","","","","","","",""
"21459","","","","0","0","0","","","","","","","0","0","0"
"21462","","","","","","","","","","0","0","0","","",""
"21464","","","","","","","","","","0","0","0","","",""
"21465","","","","0","0","0","","","","","","","","",""
"21466","0","0","0","","","","","","","","","","","",""
"21475","","","","","","","","","","","","","0","0","0"
"21478","0","0","0","","","","","","","","","","","",""
"21479","","","","","","","0","0","0","","","","","",""
"21481","","","","","","","","","","0","0","0","","",""
"21482","","","","0","0","0","","","","","","","","",""
"21489","0","0","0","","","","","","","","","","","",""
"21491","","","","","","","","","","","","","0","0","0"
"21492","","","","","","","0","0","0","","","","","",""
"21496","","","","","","","","","","0","0","0","","",""
"21500","","","","0","0","0","","","","","","","","",""
"21501","","","","","","","","","","","","","0","0","0"
"21503","","","","","","","","","","","","","0","0","0"
"21504","","","","","","","0","0","0","","","","","",""
"21512","","","","0","0","0","","","","","","","","",""
"21513","","","","","","","","","","0","0","0","","",""
"21518","","","","0","0","0","","","","","","","0","0","0"
"21521","","","","","","","0","0","0","0","0","0","","",""
"21522","","","","0","0","0","","","","","","","","",""
"21527","0","0","0","","","","","","","","","","","",""
"21533","","","","","","","","","","","","","0","0","0"
"21535","","","","","","","","","","0","0","0","","",""
"21539","0","0","0","","","","","","","","","","","",""
"21540","","","","","","","0","0","0","","","","","",""
"21541","0","0","0","","","","","","","","","","","",""
"21543","","","","0","0","0","","","","","","","","",""
"21544","","","","","","","0","0","0","","","","","",""
"21548","0","0","0","","","","","","","","","","","",""
"21550","","","","0","0","0","","","","","","","","",""
"21556","0","0","0","","","","","","","","","","","",""
"21562","0","0","0","","","","","","","","","","0","0","0"
"21563","","","","","","","0","0","0","","","","","",""
"21569","0","0","0","","","","","","","","","","","",""
"21571","","","","","","","0","0","0","","","","","",""
"21575","","","","","","","0","0","0","","","","","",""
"21584","","","","","","","","","","0","0","0","","",""
"21585","","","","0","0","0","","","","","","","","",""
"21586","","","","","","","","","","","","","0","0","0"
"21589","","","","","","","0","0","0","","","","","",""
"21591","","","","","","","","","","0","0","0","","",""
"21592","0","0","0","","","","","","","","","","","",""
"21593","","","","","","","0","0","0","","","","","",""
"21602","","","","0","0","0","","","","","","","","",""
"21603","","","","","","","0","0","0","0","0","0","","",""
"21614","0","0","0","","","","","","","","","","","",""
